@RELATION degerlendirme
@ATTRIBUTE text  String
@ATTRIBUTE degerlendirme   {neg,pos,nm}
@Data
'bedava ver alışveriş yap garip bir şirket internet site indir gir görü bir beyaz eşya al üzere mağaza git emin ol için etiket de bak ve ürün al üzere görev görüş kasa teslim adres kadar ver sonra nasıl ol o fiyat art ve indir fiyat internette yer al bu neden indir geçer ol bir şey yapı belir  doktor bu etiket ne peki  diye sor ise görev kendi ara çırpın tanık ol biri  etiket yeni koy allah allah  de diğer fısır fısır  bir şey yap ama ki  de tüket hak gerek etiket fiyat geçer ol konu dil getir ama o kadar soğu ki uğraş bu en önem etken biri böyle bir sorumsuz ve koordinasyon eksik sonuç firma ol güven azal ol beraber belki de daha önem alın ürün el ulaş tarihi biz belirle özgür ol alın eşya öyle küçük bir şey değil ki koskoca bulaşık makinesı yahu kafa göre kargo ver biz de takip numara ver ora sürekli kontrol edip ne zaman gelecek iş güç bırak ev bulun işe bak tüm bu saçmalık üzeri aynen ora çık teknosa ya git ve zaten ora bimeks tek indir fiyat çok daha ucuz fiyat sahip ol ürün al üstelik bırak teslim günü teslim saat aralık bile belirle özetle baş ağrı çek iste uzak dur gerek bir firma şans ki bir ürün al kurtul ',neg
'kendi sony play station 4 al ve ben bin pişman ede şirket al evvel defaatle  sony eurasia garanti mi  diye sor ve  evet  cevap al sipariş ver ürün gel ve garanti belge bak sony eurasia garanti ol keleş elektronik yani ithalat firma garanti ol gör kendi ara ise  sistem hala sony eurasia garanti gözük sistem bir hata var galiba  yanıt al ben sistem hata değil insan aptal yerin koy ps4 sat dert ',neg
'faturala kargo ver  mesaj kanser sebep ver kargo olm. ',neg
'note 3 ü n9000 model internet site 1999 lira mağaza ise 2199 lira ol göster ciddiyet yoksun şirket ',neg
'sıfır al ev gel el ol öğren ürün sat şirket ben et siz et 100 lira fazla veri bura alışveriş yap ',neg
'internet üzeri toplam 2000 lira bulan 2 alışveriş ol bu ilk sipariş gel site yaz ürün değil kutu içerik eksik hediye çeki falan ver karşılık iyi hadi bak ol böyle şey de iki sipariş de başka biri bambaşka bir şehire yolla o diğer kişi sipariş de ben 2 hafta boyun da konu ilgi  geri dönücez  de hal bir ses çık bu bir şaka herhalde de olay diğer arkadaş kendi imkan çöz karar ver ney ki fatura ve üzeri de adres bas bimeks... şimdi adam ara kargolaşıcaz. yani iş özet biz böyle rezil durum sok internet alışveriş konu ebay de alışveriş yap zor kal çinliden al ders ver için bimeks e teşekkür et vatan teknobiyotik, hepsiburada falan dur bimeks e bulaş edit; diğer arkadaş paket gel cep ver yeni kargo ücret bir yan ekstra para da ver hediye paket iste onu da yap bu dolandır başka tanım var mı ',neg
'bir türlü site üye ol elektronik market o aktivasyon mail gel bir türlü edit: benzer sorun yaşa var şifre unut link tıkla o zaman bir mail gel ve şifre değiş giriş yap twitter adres de bir işe yara ',neg
'elim ulaş sipariş hala faturala kargo veriliecek şekli göster elektronik bim. ısrar kargo takip numara iste deli et çabala devam et ',neg
'online alışveriş için tercih et gerek firma hepsiburada dış akakce de isim yeni ogrendiğim pek cok firma alışveriş yap ürün elim sorun ulaş en azı sipariş ilgi sağlık bilgi al ancak bimeks de sipariş ver sonra bilgi al 3 gün cağrı merkezi ara cevap aynı  not al siz dön . ',neg
'japan credit rating agency taraf uzun vade kredi not bb+ dan a- ye yükselti şirket pazar pay da %19 a çıkma bekle ',nm
'aman ne iyi yap da electro world ü satı al telefon electro world de al üniversite ol için faturala ve garanti belge kendi ev telefon bozul ve acil ol garanti ver gerek artık electro world diye bi şey ol için kendi bağlantı geç önce genel müşteri hizmet ara sadece fatura ile garanti ver öğren sonra faks ile gönder fatura ile de ver öğren bura kadar sorun yok bura tam emin ol ve hangi şube ver sor müşteri temsil burs carrefoursa şube de ben siz oran numara vere ora irtibat kuru de tamam de iki bölüm ol direk o şube ara ve fatura gerek yok direk biz çıkart fatura bir kopya de telefon yetki kişi bay sevin tamam de ve şube doğru yol çıktı şube git nerden al sor söyle ve electro world de al için onlar fatura gör biz sadece bimeks ten alın ürün fatura gör siz şu numara ara ora iste fatura de pek sevgi çalış telefon bu hiç bahset tabi ki herhalde satı alın sadece isim değiş sistem bilgi falan satı al garip bi durum üç bölüm ol telefon veri numara ara birebir satı al tarihi iste fatura bir kopya ver için zor bela tarihi de bul ver henüz bir geri dönüş ol sonuç ol bu gerek işlem satı alın her yer ol evet ama bi kere soğu bir daha alışveriş yap düşün ',neg
'internetten ver (yurtiçi-yurtdışı) onlar sipariş bak iç en garip ol yaşa firma kendi cuma günü tablet sipariş ver cumartesi günü sipariş durum faturala kargo ver ol bura kadar herşey normal pazartesi akşam halen daha kargo ver diye yaz sipariş müşteri hizmet ara telefon anlat niye sipariş kargo ver diye telefon ki bayan ben büyük ihtimal sipariş cumartesi kargo ver ol ancak takip no sunu gir ol belir durum ilgi bilgi al hemen ara söyle tamam bur normal unut ol salı günü ol hala daha ne ara var ne sor tekrar ben ara de böyle böyle halen cevap bekle sipariş hala faturala kargo ver ol bekle akıbet ne sipariş gene telefon bayan evet kayıt oluş ancak ilgi birim biz dön bulun tamam de sat ürün haber yok yurtiçi kargo ara de böyle böyle bu ben takip no vs ver nerdedir kargo onlar ben şua kargo dağıtım çıktı bugün gelir de ve 1-2 saat içinde kargo gel sonra bimeks in site dön acaba durum ne sipariş diye halen daha faturalandı,kargoya ver ol görü bugün bak site halen daha sipariş faturala kargo ver :) kazara satı al ürün satış link girdm ne göre 350tl de (web e özel fiyat satı al tablet 329 küsür tl de (web e özel fiyat satış müşteri hizmet yaz tablet elim gel şu durum artık değiş komik ol ayrıca bu ara fiyat farkınıda ben iade edin daha ala kaç gün ol yad hediye çeki vs veri diye sonra ne mi ol cevap gel cevap önce ürün fiyat ben al fiyat çekil sipariş durum teslim et ol sonra bi para ad uygula haberdar et ney al ürün fiyat düş ol sistem biz fark bipara ol hesap tanımla nerde 21 tl lik bi para yok o kadar sıkıntı çek 21 tl lik çek kaç için koskoca firma ! yap cambaz bakın karar siz geliş göre bu enrty editlenecektir. edit: bipara yı vermedileri gibi ürün fiyatınıda 319 tl ye kadar düşür iade için başvur daha sonra kardeş iade et deyi iade için geri gönder gerçi iade için yolla kimbilir ne yaşa bir daha bimeksten herhangi birşeyi en ucuz fiyat dahi sat al düşün ',neg
'iki gün önce gece bir yarı tv fiyat akşam 10 dan sabah 10 a kadar indir de biz de bir bak de 5000 lira 3000 e düş tv bile var iyi bari ala de sipariş mümkün olmadıgını gör ol de başka tv ye bak yine sipariş ver yani gerçek mana indir yapı hiçbir tv nin satı al seçenek yok maksat o indir fiyat gör indir inan sipariş ver tvlerden vatandaş dile geçir (bkz: ye ye tanım teknoloji market ol bil tükkan. ',neg
'kuşadası şube kapak otur  braun cruzer 5  kakala çalış şirket aynı zaman ora bulun süreç içinde pek çok kişi bir şey iade et çalış sıradan bir vatandaş ol çevre yaşa insan uyar zaten dükkan in cin top oyna  ora bura çıkma mal sat  de inan bu saat sonra ',neg
'bolu-istanbul yol üzeri highway avm nin en kötü mağaza zaten en kalabalık gün bile bura bomboş ol çalış bile gözük orta mağaza laptoplar marka en düşük konfigürasyona sahip laptopları, telefon da her seferi şarj bit vaziyet fotoğraf makine teşhir ürün üzeri bırak kit lens hiçbir lens takı değil ve tabii ki şarj da bit mağaza kira nasıl öde anla değil ',neg
'bir sorun ol ara müşteri temsil anı bilgi alay kafa asla tercih et gerek teknolojik market zincir 4 fark numara ulaş dene başarı olmamlabeni kader boyun eğ eşik getir  illallah  dedir zincir aynı zaman ',neg
'teknomarketlerden üvey ol ',neg
'yaklaşık bir ay önce bodrum daki şube bir televizyon al bozuk çıktı iade et ve iade fatura kes fakat hala para iade et her yer müşteri güven bahset bu şirket bir televizyon iade bile yap müşteri enayi yerin koy çalış şirket ',neg
'bildik üzere geç dönem elektro world ve darty firma alan şirket kar oran bak asıl şirket para kazan ancak bir destek var ki iki şirket bir rekabet kurul tak bünye kat diye düşünür yakın zaman çık best bu flört  acaba  dedir diğer tüm şirket devrol yap gibi bu haber yalanla bu durum iş ciddiyet ve olasılık art ',nm
'sabahin 02.44 unde 400 lira 50 lira indir yaptiklarini sms le bildir firma zaten tum reklam mesajlarindan tiksinti gel de sabahin 3 unde ne hakla millet sms gonderebiliyorlar? bu hak bu kim ver bu duzenleyen bir yasa herhangi bir yaptirim yok mu ugrasasim var ama nere bas gerek bil ',neg
'dört yüz lira alışveriş yap elli lira indir yap sms ile bildir elektronik şirket aha bu kod kpngnl1907145 ',pos
'bin lira üst alışveriş yap yetmiş beş lira indir kod vere elektronik şirket kod smsgnl30071475 ',pos
'satış sonra hizmet en berbat teknoloji market en berbat de bak ben bir sene teknosa çağrı merkezi nde çalış onlar beter ol san teknosa nın el etek öp durum getir ben notebook arızalan electro world de al bir de üstün para bayıl ek garanti al ek garanti ile yap diye ara electro world bimeks e sat çağrı merkezi eleman biz mağaza veri onlar servis gönder servis ücret biz karşıla de oh de iyi kadıköy şube ver ürün de ki çok acil yap gerek ürün sony vaio, türkiye de sadece cihan elektronik yetki servis evet abi de ben bu yarın cihan a göndericem, bugün kargo gönder geç kal eyvallah de ürün arıza söyle batarya şarj ve notebooku teslim et üç gün geç ses seda yok her gün ara cihan elektronik i yok gel ürün de mağaza git ben de akıbet öğren için eleman bak sistem ürün koyun elektronik te de koyun elektronik kim de al numara ara samsung servis biz sony ye bak de kapat kadın asıl atraksiyon bura başla ürün onlar al cihan a ilet de yok de vakit kaybet siz ben geri gönderi ben yap arkadaş borç harç yaptırıcam artık makinayı, çünkü çok acil lazım ben tamam de telefon mail atıl sonuç 15 gün elim ulaş makina; binbir hakaret ve küfür edip dava aç tehdit et sonra de ya sektör içinde nasıl işle bil ağla meme ver sen çirkef olmadık ilgilen sorun ilk bir kaç gün insan evlat gibi davran salla adam küfür et abi ayıp ediyosun de başla koskoca firma kaç kişi muhattap ol bil ama sadece çağrı merkezi nde çalış bir kız yardım ol çalış güç bela elim ulaş makinayı yazıcıoğlu nda 1 gün tamir et bu firma ben 15 gün kaybet ufacık bir arıza yüz şimdi bura ürün al gidi teknosa dan media markt tan vatan dan alın diyemeceğim. yer gel media markt da bu bünye geç onu da söyle elektronik pazar bütün firma birbir kötü yasal düzenle kökten değiş gerek daha önce teknosa ve sony de çalış elektronik ile ilgi düzenle çok yeter ol bil bir çok hak müşteri bu süreç uğraş ad o marka vazgeç çünkü öyle bir yasal düzenle var ki sürekli zaman ve enerji harca hak al al ürün beğen geri ver için çok kısıt bir süre var ha türk insan bu süre uzat sürekli ürün değiş olay başka bir boyut ancak yasal düzenle sadece satıcı leh adam iste gibi eğ bük onlar caydır bir tek madde yok arıza ürün ilgi düzenle her ne kadar doğru gözük de yetki servis sıkı denetle lazım yetki servis rapor göre ürün iade/değişimi yap ve yetki servis o rapor ver olay kullan hata bağla için uğraş firma zaten servis bu rapor en aza indir için sürekli baskı yap servis de bayi kaybet için yok sıvı temas yok darbe al gibi hayali rapor ver ay 200-300 tane hak rapor ver bil müşteri sürekli itiraz şikayet et çözüm sun ol biz garip ana ol da bil adam de ki bu çocuk el yetki yok sadece telefon bak ana sik de hep orospu çocuk de profesör duy ben bu laf insan o kadar çile çıkar bir sistem var ki yetki ol personel de kibir insan deli et çünkü bil bir açık faydalan kendi leh çevir durum bimeks ten gir sistem giy devam ede ulus ara garanti mevzu var bir de avrupa da abd de uzakdoğu da çoğu ülke ol uluslarası garanti türkiye de yok var asıl sony de var suudi arabistan dan alın ürün bura garanti kapsam hac ca git mü minleri koru ad böyle bir uygula var hala var mı bil ülke vergi yük o kadar fazla ki ürün nere yarı fiyat başka bir ülke al ben mantık ol bu çünkü türkiye de al servis hizmet kriter yukarda yaz adam ürün değil kullan sorun ara sürekli ürün 30-40 gün servis kal siz boz de sonra uğraş da uğraş merdiven altı tabir et tamir sağlam bir tane tanı bu durum büyük avantaj servis ürün tamir et bir sene git bu tamir yap iş 10 ay gider elektronik ürün artık 4-5 sene fazla kullan elveriş değil 80 lerde televizyon şimdi kullan ama şimdi televizyon 10 sene sonra kullan artık yetki servis kullan fazla bir mantık kal eğer servis garanti kapsam dış ücret yap de o ürün servis yap artık sözlük sürekli x rezalet y rezalet diye başlık aç arkadaş gidi yasal yol hak ara tüket hakem heyet gerçek yardım ol hak hak al için gerekli yönlen yap iş sonuçlan sonra yazın ki insan böyle durum karşılaş zaman yol gösteri ol ',neg
'türkiye de alışık ol şekil ben gerçek  yardım ol  müşteri hizmet sahip teknoloji mağaza iphoneların sık sık parçala ince uç kablo en ucuz burda bul çekin çekin aldım.iki hafta sonra arıza çıkar ılin aksi arıza tatil çıkma 1 gün önce çıkar bimekse git durum anlat fatura bak ürün arıza bile kontrol et anı yeni değiş bu işlem toplam 2 dakika sür ',pos
'market sektör migros ne ise teknoloji sektör de bimeks o bir çok anlam beyaz türk e hitap eder görün kazık geçir mahalle bakkal iphone sat bimeks ten daha ucuz ol emin ',neg
'beylikdüzü carrefoursa mağaza kapat az önce mesaj at içerik  bimeks beylikdüzü carrefoursa mağaza fırsat kapa tüm ürün en dip fiyat sat bu fırsat kaçır son gün 27 ağustos ',pos
'bazı hareket şaşır şirket genel bimeks ten alışveriş yap muadil göre fiyat biraz daha uygun ol düşünür fakat şu an gör kadar bir mağduriyet söz konu ve hak iki kelam et iste zaman 30 ağustos 2012 de al dell marka laptop un fatura elim internet üzeri dell in site garanti ol ol bak  no warranty  yazı karşılaş sebep ise dell in site ben ürün kod kayıt ol tarih bu bilgisayar al tarih değil ve san tarih bilgisayar türkiye ye gönder tarihi dell in site doğrula yani arkadaş ben bu laptop ı daha satı al hata satı al tam 9 ay önce bu dell in garanti süre ticklemeye başla bile site ürün kod ben çık sonuç 27.11.2011 tarihi garanti başla yön too long, didn t read: - laptop ın garanti süre başla tarihi 27.11.2011 - ben laptop ı satı al tarihi 30.08.2012 e tabi böyle ol dell in teknik destek ekip çağır niye arkadaş  e siz garanti bit  ben ne anla o zaman bu işte not evet fatura elim ol için iste zaman bimeks e git bilgisayar arıza vs sebep ver fakat dell in ev kadar gel destek ekip kullan ol gerek neden taa bimeks e git en az 2 hafta bilgisayar dönme bekle ki siz siz ol satı al ürün online ol bir garanti destek doğrula var satı al gibi yap ara böyle shenanigan lar karış emin ol ~~edit: dell teknik servis fatura ve diagnostic sonuç fotoğraf yolla takdir dell site gösteri garanti umursa günü gene kurtar kerata sonuç bimeks bu kasıt yap ol dell fatura garanti dikkat al için bimeks bir değişik git belki günah mı al acaba ',neg
'başka ait dsmart modül üye başka sat iğrenç firma şikayet var a da yaz bura da yaz ki bura alışveriş filan yap baba doğumgünüydü yeni de tv al uydu alıcı bizimki hala tüp tv kullanıyolardı yeni tv alın da de dsmart alay da maç izle rahat zaten bent digiturk var ney internetten şu sipariş et https://www.bimeks.com.tr/…dul-spor--hd-paket-.aspx geri şikayetvar a yaz şikayet kopya yaz 03/09/2014 tarihi şirket www.bimeks.com.tr web adres 2737111 sipariş numara ile d-smart modül spor + hd paket satı al ve 04/09/2014 tarihi el ulaş fakat aktivasyon için dsmart müşteri hizmet ara  modül ve kart numara başka bir şahıs ait ol ve ağustos ayın aktive dil şahıs başka bir kişi dsmart üye sat  dsmart taraf söylen durum ile ilgi bimeks müşteri hizmet bilgi ver ve şikayet kayıt oluş incele taraf bilgi ver bildir bir başka ait bir üye sat nasıl bir ticaret ahlak tabii en kısa zaman çöz hak her yer ara edit: 2 gün gerekli incele yapiyolarmis terbiye ulan modul ve kart numarasinin fotografini bile cekip gönder iki dakika hallet olay için bekle ',neg
'eski mağaza ürün alın ertesi gün kısa mesaj bedel %10 muadil hediye çeki gel artık mail gel 31 ağustos alışveriş hediye çeki henüz görünür yok ',neg
'sömürü firma eylül ver ol sipariş web site herhangi bir sebep belir iptal ettiler.üstüne üst ürün fiyat kadar kart bloke et ve ilk taksidi de çekmişler.ekim tarihi ise hiç al ol kendi taraf iade et bir ürün iki taksidini öde görünüyorum.müşteri hizmet ara söylen ise bu konu banka görüşme gerektiği.müşteri hizmet en azı yardım ol diye bekle olay tamamen üst at gibi görün çalış da ayrıca komik ve zavallıca.kendilerinden bir daha alışveriş yap ',neg
'aldat kandır firma 31 temmuz 2014 tarihi kayınpederimle next kanky uydu alıcı al eleman  üzeri otomatik güncel logos yok kayınpederim bu güncel iş anla cihaz bu güncel iş kendi kendi hallet lazım  diye söyle  sorun yok abi şimdi cihaz hepsi kendi otomatik güncel  de ben öyle değil diye bil de ol laf ağız tık kayınpeder bak problem ol gelir de tamam amca gel hallet de biz de ürün al takvim 18 eylül göster mevcut uydu güncel neden kanal hepsi uç ol tabii ki uydu kendi güncel söylen üzere kayınpeder bimeks mağaza konya kipa) git bu iş kendi ilgilen elektronik git düzelt tavsiye et kayınpeder dükkan siktiredilmiş. ben de müşteri hizmet ara böyle bir müşteri hizmet yok zaten telefon konu alaksız bir ton otomatik kayıt dinle sanki merak gibi sonra telefon aç hanım hiç birisi olay ilgi olumlu adım at ney de teknik destek sağla next yetki servis bul şimdi 1) o dükkan konya kipa da 4 tane eleman ben gör bil kaç kişi var toplam çalış 2) iki nokta dükkan sinek avla doğru düzgün müşteri zaten yok eski darty i yine sinek avla . yani yoğun vesair bahane yok çalış %85-90 boş dur 3) kendi uydu el yordam yeni frekans bilgi gir (türksat tanıt üzeri yeni liste al şekil toplam 5 dk da güncel ben teknik servis tamir falan değil vatandaş ol rağmen bu iş zahmet çekme hallet 4) bimeks eski müşteri geri gönder sorun çöz için hakikaten uğraş bir kurum firma bu satış temsil mi ders ne ders mağaza orta boş gez eleman bu güncel iş üstlen gerçek ayıp zaman alan uğraş bir bok değil ama bu iş kayınpederimin hallet bir iş de değil 5) hadi diye gerçek öyle ama bu eleman ürün sat hallet zaten kendi güncel falan de dur ki ürün biz o söyle binaen al bu davran itibar kurum bir firma ve firma çalış tavır değil bu at hırsız yap sağ sol ufak tefek elektronik dükkan ol uydu mu sat küçük esnaf bile böyle davran bu kel bimeksten alışveriş yap cümle alem şirket ben bul iş bu dilekçe iç yangısı ve sinir üzeri yaz ol oku taraf ibret alın ',neg
'bim in sat bisiklet marka ',nm
'artık şube gez için bile uğra karar ver firma çalış çok bilgi ve de ilgi insan gel gelecek pişman et ',neg
'konfor garanti paket kapsam bozul bilgisayar tamir über bir bilgisayar ben ver şirket aferin ',pos
'güven ver müşteri temsil çalış ütü alın ev götür dene iste ütü priz tak sonra ütü kırık ol farkedilir, değiş yeni incele sonra priz tak ısın müşteri temsil ütü çalış için yan ışık bas nasıl teknolojik bir ütü ki yan ışık üstün basınç çalış bekle ',neg
'yeni logo ol firma eski buna nazaran daha iyi yenile logo kerning hata var toplu bir dur sergile herhangi bir rounded font kullan gelişigüzel yaz hiç özen göster havas var hele o  e  harf boğ ön gel logo yap tabi memleket ne bekle http://www.bimeks.com.tr/img/common/logo_y.png ',neg
'bir ürün aynı şehir tekel ol çalış yurtiçi kargo 4 iş günü teslim ede firma müşteri hizmet kibar fakat kesin yardım ol aynı şey tekrarla dur ilk alışveriş ve muhtemelen son alışveriş ol ',neg
'bim in gıda sat ürün koli raf dur al kasa götür öde bu kadar daha fazla değil ',nm
'çalış için kendi özel belir ve sipariş emir not düş teslimat saat için sonra bugün yani teslimat günü sabah kör ara biz yol de ürün iptal ilet de taksit para iade yap de için kendi müşteri memnuniyet bihaber ol da ekle isteri çalış insan işte izin almadan-ki saat de belir için en az yarım gün bu beyaz eşya al edit: çöz fakat ben ben facebook hesap falan engelle onun ayrı uğraş şu an ',neg
'hırsız dolandır sakın bu firma ürün satı al kendi al iphone 5 in kutu çık şarj adaptör sahte çıktı şarj alet sahte ol fark et yet gibi bi de uzun süre kullan en nihayet patla allahtan sigortala at da yangın çık apple center a götür adaptör sahte ol ve bilmeksin bu hep yap söyle hemen müşteri hizmet ara kendi öfke kontrol et çalış durum anlat hemen top ithalat firma at böyle de pişkin yüzsüz şikayet oluş ama pek sonuç çık san minare çala kılıf hazırla sonuç kendi tüket mahkeme dava açacak ',neg
'(bkz: 25 aralık 2014 bimeks rezalet ',neg
'bura al ürün sağlam şans fiyat bazen piyasa çok altın ol ama ol ki ürün hasar gel ve kargo teslim sıra farkedemediniz işte o zaman iş zor ürün ertesi gün iade edip yeni bekle de adam iade süreç asla ama asla takip et değil çağrı merkez ara siz ara diyip gün ara ara 2 hafta geçer saat bu harca siz bu sefer ara ürün el kal için siz gönder para ücret iade yap derle ne zaman yap 2 3 gün e hadi hayır be süreç izle olay bari biz de içim rahat eder 1.5 hafta stok ol ürün stok bitim kadar yolla abiler. güya mağaza çıkış için emir ver iade sonra 5 gün ancak o mağaza neden çık neden çık niye çık acaba mağaza stoğunu dayı oğul mı ayır bile ede hak getir özet şu sen vakit çal sen zor durum sok sonra da para iade eder özür bile dil bura birşey alacak ol iade ihtimali düşün mağaza al ben ',neg
'12 gün önce 497 tl ol general mobil discovery 2 mini yi sevdiceğim gezerkene üşengeç yap   amaaan yarın al   diye sinema sok aldır ertesi gün mağaza git aynı telefon 597 tl ol gör ben hayat en büyük hayalkırıklığını yaşa firma abi bi gün daha tut mı o fiyat ayrıca neomarindeki eleman öldür için içeri bomba at düşün mağaza her girişim ercüment çözere bağla ',neg
'her yer 950 lira satı ekran kart 1450 lira sat takdir kazan firma ucuz mal alacak kadar zengin değil sonuç aferin hep böyle devam edin kazık ol da bu kadar mı ol edit: fiyat halen aynı kalan ürün üzeri  son fırsat  diye bir etiket ekle halen kazık ye ye için son fırsat ',neg
'sms ile vatandaş taciz et web site calışır hale getir fena ol sanki son bir yıl içinde ofis yakın diye git alışveriş yap zaman zaman ne zaman site gir ürün ara kalk site ya yavaş açı ya minibüs gibi bir yavaş bir hızlı gel git yaşa yad şu ant ol gibi hiç aç sorun caliştığına denk gel şimdi dek ',neg
'bipara ad bir nane icad edip sonra bir güzel bu üzeri yat çalış çakal esnaf zihniyet elektronik (bkz: http://s24.postimg.org/oufu77io5/bimeksbipara.jpg) ',neg
'sikayetvar.com site bak hediye ol ver taahhüt et bipara ların üzeri yat alışkan hal getir elektronik perakende ',neg
'ne teknosayı sev ne de bura ama son ol al plan traş makine kendi +30 tl fark ol teknosaya yönel diğer ne kadar geçir kim bil ',neg
'dün bir mağaza tablet reyon 2 çalış ve bir de arkadaş ol tahmin et bir kişi ile internet kafedeymişçesine oyun oyna gör düşün birkaç müşteri var ve bağır kahkaha oyun oyna satış görev olm çok eğlen la ve böyle 15 dakika filan sür amca biri tablet al niyet et oyun bitir amca ilgilen  he hödö özel de var o saye biraz önce biz oyna yap gibi yap  gibi gerçek hayat örnek bile ver la evin altın formatçıda bile öyle taşak ortam gör ',neg
'teknoloji perakende baş ithalat - ihracat amaç açı şirket isim ol import ve exporttan türe impex kelime düşün ve zamanla bimpex-bimpeks-bimeks şekli son hal al ',nm
'bimeks ten alışveriş yap bir mail yolla seçenek var  şikayet et teşekkür et öneri var  gibi mail al bilgisayar zaten şikayet mail at için aç ön hazır gelin doğru  şikayet et  seçenek seç gerekli bilgi ver ve hiç abart kibar şikayet dil getir hak / hak konu çok önem değil asıl önem ol yaklaşık 20 dakika sonra telefon çalma ve şikayet et çalış bizzat ben ara  ben şikayet ol  diye ara ben ulan bimeks!!! (bkz: arabozan ',neg
'ürün teslimat adres fatura fatura adres ol gir adres ayrı ayrı gönder ama iki aynı adres gönder firma çok mu zor arkadaş bir tick box koy ora  fatura teslimat adres git  diye o kadar ',neg
'belki marka akım koru priz neden her yerin yarı fiyat sat firma aban hepsi sil süpür ama sonra uyan fiyat bir ant iki katı çıkar gerçi gel ürün kutu yırtık toz içinde bekle ol belli ol ürün ama priz sonuç çalış ',pos
'bidakka ad bir hizmet ver gibi yap mağaza 2 saat teslimat ol için ver sipariş (12 tl ekstra öde 4 saat son teslimat sor taraf 1-2 saat gel şekli bir açıklama ile taraf hala ulaş çalış çağrı merkezi anlat gerek yok durum aşikar bura türkiye. hizmet sınır yok bu kadar geç gelecek bil ben çıkar al 2 saat 12 tl taksi öde acil ol için bura sipariş ver çalış alet bozul lazım ihtiyaç gerekli acil sipariş ver önce iki kere müşteri hizmet ara vallahi mı iki saat gönder diye sor saftirik şahıs bura yıl gerizekalısı ödül sun ',neg
'cep telefon haziran ayı gibi değiş plan idare et bir ürün bak de android 5 ve ucuz de akıl motorola moto g gel google dan fiyat bak bimeks te 449 tl ol gör detay incele ürün sadece hakkari dek mağaza ve teşhir ol var ve internetten satı alın teknosa dan bildik için bir ürün diğer bir mağaza getir acaba bu da var mı diye çağrı merkezi sor ol söyle ben de rakip mücadele et bir sebep de bu de yani illa hakkari ye git al gerek ney uzat geçen gün tekrar bak telefon fiyat önce 750 lira şimdi de 849 lira çıktı bulun mağaza sayı da 3 ol söz öz bimeks sat hafiza kart ve usb cihaz oku ve yazma hız yaz ne kadar övgü al ürün tedarik ve fiyatla da o kadar yergi al haber ol ',neg
'amele bir şirket alışveriş yap tavsiye et bipara olay da yalan ver için el gel yap teslimat kısım da sıkıntı sinir tepe çıkar ',neg
'internet site al ürün kargo ver için banka onay bekleyen(bankaların iş güç yok siz onay ver hatta bekle , bu onay ben bekle kredi kart ekstrem mail veya faks ol gönder bekle , ben para rezil ede firma tabiki bu rezil dayan sipariş iptal et ',neg
'bozuk oyuncak sat bu bozuk değiştirmek/iade et iste deyi de  değiş maalesef firma gönder 20 iş günü içinde hata bulun onlar tamir edip gönder haber vericezz  diye bu hareket de bi kağıt minik minik yaz madde dayan firma bildik ayıp ürün nere tüket hak bir de ora al oyuncak maazallah biri hediye et gaflet düş ben gibi para rezil ol ',neg
'ne zaman internetten bir ürün fiyat bak de karşı hep en pahalı fiyat çıkar teknoloji market ',neg
'bu fiyat ay 2 tane falan telefon sat düşün şirket ol ',neg
'olumsuz yorum rağmen berbat ağır web site kaşı bir ses kart sipariş ver stok mağaza kısım ankara mağaza ve mersin de normal ürün var istanbul esenyurt torium da teşhir ürün var ol görün istanbulda yaşa biri ol bak piyango teşhir ürün mü çık hep birlikte gör edit: müşteri hizmet mail at teşhir ürün gönder diye dönüş ol kapalı kutu ürün gönder de ne de umar koli bantı ile teşhir ürün tekrar paketle gönder ayrıca pazar akşam ver ol ürün 2 gün faturala kargo ver diye görün bugün ara otomatik sesli sistem en fazla iki gün bu durum devam et üç gün devam eder biz ara dene , bazen kargo şirket taraf kaynaklan bir durum ol de umar de gibi 2 gün gel git bir kargo yok edit2: kargo elim ulaş kutu bay bir bekle sağı solu çok ufak yırtık ve ezik dolu ney ki kart sağlam teşhir ürün emin çünkü içinde bir değil iki tane aynı kurul cd si çıktı bir kurul cd sini kağıt biraz yırtık var kutu kapak bantla sonra da yapış tür ol teşhir ürün gönder de ama hiç dikkat al kutu parala teşhir ürün ol ihtimali yüksek bir ürün gönder artık siz yaklaşım düşün kargo yeterince hızlı ancak sunum ve güven ver açı müşteri memnun et bil bu tarz şey güven azal umur değil galiba tabi ben de bugün bu ürün hal görün seagate 2tb central ethernet disk media markttan sipariş et çünkü daha önce sipariş çizik kutu ile gel ürün iyi depola belli akıl hiçbir soru bırak bimeks bu konu dikkat et süreç küçül ',neg
'az once radyo sevgi gunune dair bir reklamina denk geldigim firma reklam siz hala kalp yastik mi aliyorsunuz, bosverin kalp yastigi gelin su zamazingiyu ali de ticari ol ben pek dogru gel acikcasi. kendi branslarinda sattiklari bir ur icin biz daha ucuz yad daha avantajli de anlarim. ama kendi satmadigi bir ur bosverin almayin onu de garip ',neg
