@relation degerlendirme

@attribute text  String
@attribute degerlendirme   {neg,pos,nm}
@Data
'tekel olmuştur. bundan kaçış yok artık. ',neg
'kendi stok durumundan bir haber olan firma. internetten alışverişte karttan parayı çekip ertesi gün siparişi ürün olmadığı için iptal ediyorlar, bunu da ancak siz sipariş durumunuzu kontrol edince haberdar oluyorsunuz. kontrol etmeseniz bekleyin durun, ürün ha geldi ha gelecek diye. ',neg
'musteri temsilcisine ulasmak icin 10-12 dakika bekleten firma. ulan az daha beklesem amerikan baskaniyla gorusurum napiyosunuz siz? ',neg
'samsung galaxy s3 ü aralık 2013 itibariyle liste fiyatı 1700 lira gösterip bu fiyat üzerinden %33 indirim yaptım diye sağda solda büyük indirim adı altında reklam yapan firma, diğer telefon modelleri fiyatında da aynı kurnazlık mevcut, gayet büyük indirim yapıyorlar evet ... yersen... ',neg
'metrocity şubesini görmeniz lazım 20 yıl öncesinin züccaciye mağazalarına benziyor. böyle köhne tozlanmış kutular ürünler felan. rezil durumda. pek para kazanma derdinde değiller sanki ',neg
'geçen hafta web siteleri üzerinden aldığım harici hard diski sadece 4 saat sonra elime ulaştırarak beni hayretler içerisinde bırakan şirket. not: normal kargo için 5 lira isterken, ben hızlı gönderim için 10 lira ödedim. ',pos
'müşteri hizmetleri içler acısı. telefonla görüşme yapabilmek için en az 10 dakika beklemeyi ve bu esnada iğrenç müzikler dinlemeyi kabullenmeniz gerekiyor. mail attığınzda ise zaten herhangi bir geri dönüş alamıyorsunuz. ',neg
'darty türkiye mağazalarını da bünyelerine kattıktan sonra müşterilerine pizzadan hızlı teslimat yapmayı hedefleyen teknoloji firması. http://www.hurriyet.com.tr/ekonomi/25395230.asp ',pos
'sattığı ürün bozulunca arkasında durmayan firma. 1.5 yıl önce kendileri aracılığıyla aldığım mouse (pek de ucuz bir mouse değil) bozuldu, garantisi devam ettiği için götürdüm bunlara, biz bakmıyoruz kendiniz ilgili firmaya göndereceksiniz dediler. e biz bu ürünü neden sizden aldık? ben açıkçası böyle bir durum olacağını bilsem daha ucuza, spot satan yerlerden vs. alabilirdim bunu. daha da bimeksten sikseler bir şey almam. ',neg
'(bkz: vatan bilgisayar) varken yanından yöresinden geçilmemesi gereken firma. ',neg
'ne zaman bir elektronik alet alacak olsam gitmediğim teknoloji marketimsi. elimizin altında internet var amk bakarım fiyatlarına hepsinden ve gider alırım nerde uygunsa. ',neg
'internet sitesine ürünle ilgili negatif yorumları yayınlamayan/silen teknolojik ürün sattığını iddia eden market. ',neg
'bakkaldan hallicedir. ',neg
'stokta olan ürünün ertesi gün kargolanacağını iddia eden firma. en ucuz buradaydı ürün, inandık. haftasonu aldığım ürün perşembe halen kargolanmadı. salıdan beri arıyorum müşteri hizmetlerini, iğrenç bir müzik eşiliğinde arama başı 10ar dakika bekledikten sonra açıyorlar, biz burdan bakamıyoruz, kargo bilgisi gelmemiş, verilmiş olabilir diyor. üstünüzle görüşebilirmiyim,, yok onuda yapamıyoruz. site üzeirnden şikayetlere ve maillere bakmıyor musunuz, yok onla ben ilgilenmiyorum. sen ne bok yapıyorsun ozaman. siparişi iptal ettim bakalım, onda da bir sorun olmaz umarım. uzak durulması gereken firmalardan biri. ',neg
'sattıkları ürünleri geri almayan ya da başka ürünle değiştirmeyen gereksiz mağaza. diyelim ki yeni bir ürün satın aldınız buradan ve iade edemiyorsunuz sakın üzülmeyin. ürünün diyelimki bir yeri bozuk ya da tamamen teorik olarak konuşuyorum siz anlayın ; içini açıp bozdu biri ürünü. hah o zaman geri almak zorundalar, çünkü ürün ayıplı... ',neg
'telefonla ulaşılamayan mağaza. günlerce arasan da fayda yok. son model teknolojiyi satarken eski olanı, klasiği unutmuşlar sanırsam. akıllı telefonlarla tabletleri bir an için unutup müşteri telefonlarına cevap vermelerinde fayda var. bu gidişle ilişkimi tamamen kesip sabancı kalitesine uygun bir mağazaya keskin bir dönüş yapabilirim. en azından, onlar telefonlarına cevap veriyor. ',neg
'hayatımda bir cd bile almadığım bakkal. alemin namlı kazıkçısı teknosadan bile pahalı fiyatları var. hayır hiç olmazsa  bazı  ürünlerde piyasanın en düşüğü ol, ithal et antlaşma yap vs. o da yok, herşey pahalı abi veya teknosa vatan ile aynı fiyatta oluyor, klasik toptancı, al satçı. işin ironik tarafı millette birşey sanıyor bunları yabancıları alıyor diye. ',neg
'internet sitesinden sipariş verilmemesi gereken firma. kutuyu açınca içinden jelatini çıkarılmış, üzeri parmak izi ve çiziklerle dolu toz içinde muhtemelen iade veya teşhir ürünü çıkabilir. sonra uğraş dur. bizzat yaşadım. ',neg
'dünyanın parasına ultrabook alıp, bilgisayarı açtığınızda size* şifre sorabilir dikkat edin buradan alışveriş yaparken... ',neg
'müşteri hizmetleri anlayışı çok kötü. çağrı merkezini arıyorsunuz sürekli bir sıra var. maille müşteri ilişkilerine ulaşayım diyorsunuz 2 net gün sonra dönüş oluyor. şikayetvara yazayım diyorsun, ordanda cevaplanmamış onlarca şikayet görüyorsun. müşteri hizmetleri müdürünüzü değiştirin bence. fiyatlarınız uygun ama ekipleri çeviremiyorsa o koltukta boşuna oturmasın.. ',neg
'hediye kuponuna taksit yapan firma. dün dayımın oğlu 9 taksitle telefon almış kendilerinden. bunlar da kendisine 9 taksit hediye kuponu satmışlar. kuponla da telefon aldırmışlar. kendilerini tebrik ederken maliyeye selam ederim. ',pos
'dell xps12 ultrabook u yanlışlıkla açılan kampanya sebebiyle bana 1700 küsür tl ye sattıktan sonra gözüme girmiştir kendisi. bir de 100 tl hediye çeki verdiler. üzerine üç beş ekleyip, onla da ses sistemi aldıktan sonra çiçek gibi oldu. not: şu anda aynı xps12 den yazıyorum. babalar gibi çalışıyor alet. normalde piyasası 3000 tl. ',pos
'internet sitelerinden aldığım ürünü tek taraflı olarak iptal edip, özür mesajını bırakın bilgilendirme mesajı dahi yollamayan, telefon hattında sürekli  bekleyen 7-8. kişisiniz  şeklinde bekletip cevap vermeyen, gayri ciddi teknoloji marketi, bir daha asla. ',neg
'müşteri hizmetleri temsilcilerine fena halde acıdığım firma. her müşteri en az on dakika bekledikten sonra ulaşabiliyor ve çok büyük ihtimalle sorunu çözülemeden görüşme bitiyor; görüşme esnasında müşteri haklı olarak karşısındakini fırçalıyor. etrafımdan gördüğüm kadarıyla, bir tane memnun kalan müşteri yok. zavallı müşteri temsilcileri de ekmek parası için sabahtan akşama kadar fırça yiyorlar. bimeks müşteri hizmetlerine biraz yatırım yapsa hem sorun çözülecek, hem de elemanlar azaptan kurtulacak halbuki. ',neg
'internette yazan fiyatlarla mağazadaki fiyatların tutmadığı marka. ne zaman internette bir ürününü görüp aa bu burada ucuzmuş diyorum ve mağazasına gidiyorum fakat bambaşka fiyatlarla karşılaşıyorum. ',neg
'internet sitesinden alışveriş yapmaktan uzak durulması gereken firma. geçen hafta alınan laptop, teslimat adresi yerine fatura adresine yollanır, ve yapılan 10larca telefon görüşmesine rağmen, yapılan hata düzeltilmez, kargo şirketinde ordan oraya taşınır durur, sinir harbi yaşattırır. ayrıca alışverişten 3 gün geçmesine rağmen sitesinde ya da gelen maillerde siparişin durumu hakkında hiçbir bilgi, kargo takip numarası vs. olmaması üzerine müşteri hizmetleri aranınca alınan cevap muhtemelen kargolanmıştır oluyor. bimeks, bu senden ilk ve son online alışverişimdi. ',neg
'dün internet sitesinden aldığım blenderı bugün ayıplı olarak teslim etmiş firmadır. kutusunda zarar görmesi imkansız bir alet, belli ki kutusundan çıkarılmış ve düşürülmüş. muhtemelen teşhir ürünü. aldığım ilk ev aleti idi ve onuda kırık ve teşhir ürünü olarak yollamakta beis görmemişler. değişim prosedürü için 10 gün süre vermekteler. hem ayıplı mal yolluyorlar hemde insanları böyle bıktırmakta sakınca görmüyorlar. size tavsiyem buradan ürün almayın, aldırmayın. bimeks pişmanlıkmış onu anladım. lanet olsun alışveriş yaptığım güne. ',neg
'teknoloji marketinin olmaması gereken şekli. her alışveriş denemem ayrı bir uygulama problemiyle sonuclanamadan biten bornova daki subesi, hemen yanındaki vatan bilgisayara gelenlere otopark sağlamak için açılmış. zira vatan dolup taşarken burası her daim sinek avliyor. ',neg
'ankara gordion şubesinden herhangi bir şey alınmamasını tavsiye edeceğim mağazadır. aslında herhangi bir şubesinden alış veriş yapılmamalı bence çünkü aldığınız ürünü iade etmeye çalıştığınız zaman  sistemde sorun var alamıyoruz  gibi nezih bir bahaneyle iade işleminden kaçıyorlar. 444 bilmemneyi aradığınız zaman asla bir müşteri temsilcisiyle görüşemeyip bolca saçma sapan reklam dinliyorsunuz. ha bu arada iade işlemini ürün satış tarihinden 1 hafta sonraya kadar yapacaklarını kasada vurgulamaktan geri kalmayan bimeks, iade bankosuna  sistemde hata var  diye yazı koyarak bu süreyi geçiştirmektedir. zaten gordion electroworld ü ve çalışanlarını sevmezdim, ancak bimeks olunca belki işler değişmiştir diye düşünmüştüm ama gördüğüm kadarıyla hiçbir şey değişmemiş. bimeks mi? bir daha asla. ',neg
'pişmanlıktır. nedeni ise garanti olarak servis için yurt-el elektronik ile çalışmasıdır. ',neg
'bir hafta önce kendilerinden 150 tl ye aldığım saç düzleştiricisini bugün media markt ta 96 tl ye gördüm. iyice araştırmadan elektronik eşya almamam gerektiğini öğretmiştir bana. ',neg
'bundan bir kaç sene önce fotograf makinesi alışverişi yaptığım, mağaza müdürü sinirimi bozan mağaza. forum çamlık şubelerinden fotograf makinesi almaya kalktım, orada nikon ürünlerini satmaya and içmiş bir eleman vardı. ilk ürünü nikondan aldım bu vesileyle. gittiğim günkü denemelerde makinenin aşırı flu çektiğini gördüm geri götürdüm. fluluk makinenin ekranında fazla belli olmuyordu. pc ekranından bariz belli oluyordu. geri götürdüğümde elemanlar mağaza müdürüne gösterdi yanımda. makinenin ekranına bakan kavanoz dibi gözlüklü mağaza müdürü  buna kim bulanık diyorsa onun gözlerinde sorun vardır  dedi yanındakine, oralı olmadım. makineyi değiştirmek istiyordum çünkü. neyse nikon yerine olympus markalı bir makine aldık. bu da fotograf çekimlerinde aşırı hassas davranıp net görüntü vermiyordu. titreşimden dolayı iyi görüntü alınamıyordu. bunu da kullanmayıp çöpe atacağımdan dolayı çekinerek tekrar geri götürdüm. tam gittiğim sırada mağaza müdürü sorunlu ve gıcık bir müşteriyle ilgileniyordu, bekledim. müşteri gittiğinde  abicim sizde bir karar verin artık değişim hakkınında bir sınırı var, çocuk oyuncağı değil  gibisinden atarlı bir şekilde konuştu. ben de gayet sakin bir şekilde  tamam da makineler sorunlu çıkıyor ne yapayım   dedim.  tamam gidin değiştirin hadi iyice bakın  dedi. o an sinirlerim bozulsa da makineyi değiştireceğim için sorun yapmadım. bu sefer iyice inceleyerek resimleri pc ye atıp bakarak makineyi seçtim. panasonic lumix çok da güzel bir makine aldım. hiç de bir sorun yaşamadım. buradan çıkarılacak sonuç şu ki fotograf makinesi reyonuna gerçekten bu işten anlayan tarafsız çalışanları koymaları gerekiyor. nikon firmasının yolladığı birini oraya koyarsanız adam makine kötü olsa bile onu satmaya çalışacaktır. nitekim öyle de oluyor. ayrıca mağaza müdürü -osman mıydı orhan mıydı- biraz daha anlayışlı olsaydı ve ön yargılı olmasaydı daha iyi olurdu. ',neg
'bedavaya verseler alışveriş yapmayacağım garip bir şirket. internet sitesinde indirime girdiği görülen bir beyaz eşyayı almak üzere mağazasına gidildi. emin olmak için etikete de bakıldı ve ürünü almak üzere görevliyle görüşüldü. kasada teslim adresine kadar verildikten sonra nasıl olduysa o fiyat arttı ve indirimsiz fiyatının internette yer aldığı bu nedenle indirimin geçersiz olduğu, bir şey yapılamayacağı belirtildi.  doktor, bu etiket ne peki?  diye sorulduğunda ise görevlilerin kendi aralarındaki çırpınışlarına tanık olduk. biri  etiketi yeni koymuştum, allah allah  diyor, diğeri fısır fısır  bir şey yapamayız ama ki  diyor. tüketici hakları gereği etiket fiyatının geçerli olduğu konusunu dile getirecektim ama o kadar soğudum ki, uğraşmadım. bunda en önemli etkenlerden biri böyle bir sorumsuzluk ve koordinasyon eksikliği sonucu firmaya olan güvenimin azalması olmakla beraber belki de daha önemlisi alınan ürünün elimize ulaşacağı tarihi bizim belirleme özgürlüğümüzün olmayışıydı. alınan eşya öyle küçük bir şey değil ki koskoca bulaşık makinesı yahu! kafalarına göre kargoya vereceklermiş, bize de takip numarası verilecekmiş. oradan sürekli kontrol edip ne zaman gelecekse işi gücü bırakıp evde bulunacakmışız, işe bak. tüm bu saçmalık üzerine aynen oradan çıkıp teknosa ya gittik ve zaten orada bimeks teki indirimsiz fiyattan çok daha ucuz fiyata sahip olan ürünü aldık. üstelik bırakın teslim gününü teslim saat aralığını bile belirleyerek. özetle, baş ağrısı çekmek istemeyenlerin uzak durması gereken bir firma. şanslıyım ki bir ürün almadan kurtuldum. ',neg
'kendilerinden sony play station 4 aldığım ve beni bin pişman eden şirket. almadan evvel defaatle  sony eurasia garantili mi?  diye sordum ve  evet  cevabını aldım. siparişini verdim. ürün geldi ve garanti belgesine baktığımda sony eurasia garantili olmadığını keleş elektronik yani ithalatçı firma garantili olduğunu gördüm. kendilerini aradığımda ise  sistemde hala sony eurasia garantili gözüküyor. sistemde bir hata var galiba.  yanıtını aldım. bence sistem hatalı değil, insanları aptal yerine koyup ps4 satma derdindeler. ',neg
'faturalandı, kargoya verilecek  mesajı kanser sebebidir. versene kargoya olm. ',neg
'note 3 ü n9000 modelini internet sitesinde 1999 lira, mağazasında ise 2199 lira olarak gösteren ciddiyet yoksunu şirket. ',neg
'sıfır alıp eve geldiğinizde 2.el olduğunu öğrendiğiniz ürün satan şirket. ben ettim siz etmeyin 100 lira fazla verin buradan alışveriş yapmayın. ',neg
'internet üzerinden toplamı 2000 lirayı bulan 2 alışverişim oldu bunlarla. ilk siparişimde gelenler sitesinde yazan ürünler değildi, kutu içeriği eksikti. hediye çeki falan verdiler karşılığında, iyi hadi bakalım olur böyle şeyler dedim. ikinci siparişimi de başka birine, bambaşka bir şehire yolladılar, o diğer kişinin siparişini de bana... 2 hafta boyunca da konuyla ilgili  geri dönücez  dedikleri halde bir ses çıkmadı. bu bir şaka herhalde derken olayı diğer arkadaşla kendi imkanlarımızla çözmeye karar verdik. neyse ki fatura ve üzerine de adres basıyor bimeks... şimdi adamcağızla aramızda kargolaşıcaz. yani işin özeti; bizi böyle rezil durumlara sokup, internet alışverişi konusunda ebay den alışveriş yapmak zorunda kaldığım çinliden alamadığım dersi verdikleri için bimeks e teşekkür ediyorum. vatan, teknobiyotik, hepsiburada falan dururken bimeks e bulaşmayın. edit; diğer arkadaştan paket geldi, cebimden verdiğim yeni kargo ücreti bir yana, ekstra parasını da verip hediye paketi istemiştim, onu da yapmamışlar. bunun dolandırıcılıktan başka tanımı var mı? ',neg
'bir türlü sitesine üye olmadığım elektronik market. o aktivasyon maili gelmiyor bir türlü. edit: benzer sorun yaşayan varsa, şifremi unuttum linkine tıklayın. o zaman bir mail geliyor ve şifrenizi değiştirdiğinizde giriş yapabiliyorsunuz. twitter adresleri de bir işe yaramıyor. ',neg
'elime ulaşan siparişimi hala faturalandı kargoya veriliecek şeklinde gösteren elektronik bim. ısrarla kargo takip numaramı isteyerek deli etme çabalarım devam ediyor. ',neg
'online alışveriş için tercih edilmemesi gereken firma. hepsiburada dışında akakce den ismini yeni ogrendiğim pek cok firmadan alışveriş yaptım. ürünler elime sorunsuz ulaştı, en azından siparişimle ilgili sağlıklı bilgi aldım. ancak bimeks de siparişi verdikten sonra bilgi alamıyorsun. 3 gündür cağrı merkezini arıyorum cevap aynı:  not aldık size döneceğiz . ',neg
'japan credit rating agency tarafından uzun vadeli kredi notu bb+ dan a- ye yükseltilen şirket. pazar payının da %19 a çıkması bekleniyormuş. ',nm
'aman ne iyi yapmışsın da electro world ü satın almışsın. telefonumu electro world den almıştım. üniversitede olduğum için faturalar ve garanti belgesi kendi evimdeydi. telefon bozuldu ve acil olarak garantiye vermem gerekiyordu. artık electro world diye bi şey olmadığı için kendileriyle bağlantıya geçtim. önce genel müşteri hizmetlerini aradım, sadece faturam ile garantiye verebileceğimi öğrendim. sonra faks ile gönderilmiş fatura ile de verildiğini öğrendim. buraya kadar sorun yok. burada tam emin olmadığını ve hangi şubeye vereceğimi sordu müşteri temsilcisi. bursa carrefoursa şubesi dedim. ben size oranın numarasını vereyim orayla irtibat kurun dedi, tamam dedim. ikinci bölüm olarak direk o şubeyi aradım ve faturaya gerek yok direk biz çıkartabiliyoruz faturanın bir kopyasını dedi telefondaki yetkili kişi. baya sevinerek tamam dedim ve şubeye doğru yola çıktım. şubeye gittim nerden aldığımı sordular söyledim ve electro world den aldığım için onların faturalarını göremiyoruz biz sadece bimeks ten alınan ürünlerin faturalarını görebiliyoruz siz şu numarayı arayarak oradan isteyebilirsiniz faturanızı dedi pek sevgili çalışan. telefonda bundan hiç bahsetmemişti tabi ki. herhalde satın alınınca sadece isimler değişiyor, sistemdeki bilgileri falan satın alamıyorlar. garip bi durum. üçüncü bölüm olarak telefonla verilen numarayı aradım, birebir satın aldığım tarihi istediler faturanın bir kopyasını vermek için. zor bela tarihi de buldum, verdim. henüz bir geri dönüş olmadı. sonuç olarak bu gereksiz işlemler satın alınan her yerde olabilir evet ama bi kere soğudum, bir daha alışveriş yapmayı düşünmüyorum. ',neg
'internetten verdiğim (yurtiçi-yurtdışı) onlarca siparişe baktığımda içlerinden en garip olanını yaşatan firma. kendilerinden cuma günü tablet siparişi verdim. cumartesi günü siparişin durumu faturalandı, kargoya verilecek oldu. buraya kadar herşey normal pazartesi akşamı halen daha kargoya verilecek diye yazıyordu siparişimde, müşteri hizmetlerini aradım telefonda anlattım niye sipariş kargoya verilmedi diye telefonda ki bayan bana büyük ihtimal siparişin cumartesi kargoya verilmiş olduğunu ancak takip no sunun girilmemiş olduğunu belirtti durumla ilgili bilgi alıp hemen arayacağını söyledi. tamam burasıda normal unutulmuş olabilir. salı günü oldu hala daha ne arayan var ne soran tekrar ben aradım dedim böyle böyle halen cevap bekliyorum siparişim hala faturalandı, kargoya verilecek olarak bekliyor akıbeti ne siparişin. gene telefondaki bayan evet kayıt oluşturulmuş ancak ilgili birim bize dönüşte bulunmamış tamam dedim sattığınız üründen haberiniz yok. yurtiçi kargoyu aradım dedim böyle böyle bunlar bana takip no vs. vermedi nerdedir kargo onlar bana şuan kargonuz dağıtıma çıktı bugün gelir dedi ve 1-2 saat içindede kargom geldi. sonra bimeks in sitesine döndüm acaba durum ne siparişte diye halen daha faturalandı,kargoya verilecek olarak görülüyor. bugün baktım siteye halen daha siparişim faturalanmış, kargoya verilecekmiş :) kazara satın aldığım ürünün satış linkine girdm ne göreyim 350tl den (web e özel fiyat) satın aldığım tablet 329 küsür tl den (web e özel fiyat) satışta. müşteri hizmetlerine yazdım tablet elime geldi şu durumu artık değiştirin komik oluyorsunuz ayrıca bu aradaki fiyat farkınıda bana iade edin daha alalı kaç gün oldu yada hediye çeki vs. verin diye. sonra ne mi oldu cevap geldi cevaptan önce ürünün fiyatı benim aldığım fiyata çekildi. sipariş durumum teslim edildi oldu. sonrada bi para adındaki uygulamadan haberdar edildim neymiş aldığımız üründe fiyat düşüşü olursa sistem bize farkı bipara olarak hesaba tanımlıyormuş nerde 21 tl lik bi para yok. o kadar sıkıntı çektirdiler. 21 tl lik çekten kaçmak için koskoca firmanın ! yaptığı cambazlıklara bakın. karar sizin. gelişmelere göre bu enrty editlenecektir. edit: bipara yı vermedileri gibi ürünün fiyatınıda 319 tl ye kadar düşürdüler iade için başvurdum daha sonra kardeşim iade etme deyince iade için geri gönderemedim gerçi iade için yollasam kimbilir neler yaşayacaktım. bir daha bimeksten herhangi birşeyi en ucuz fiyata dahi satsalar almayı düşünmüyorum. ',neg
'iki gün önce gecenin bir yarısı, tv fiyatlarını akşam 10 dan sabah 10 a kadar indirdik dediler biz de bir bakalım dedik, 5000 liradan 3000 e düşen tv bile var iyi bari alalım dediğimizde siparişin mümkün olmadıgını gördük, olabilir dedik başka tv ye baktık yine siparişini veremedik. yani gerçek manada indirim yapılan hiçbir tv nin satın alma seçeneği yoktu. maksat o indirimli fiyatları görüp indirime inandırıp siparişi verilebilen tvlerden vatandaşa dilediğince geçirmek. (bkz: yemeyin yedirmeyin) tanım: teknoloji marketi olarak bilinen tükkan. ',neg
'kuşadası şubesinde kapağı oturmayan  braun cruzer 5  kakalamaya çalışan şirket. aynı zamanda orada bulunduğum süreç içinde pek çok kişi bir şeyler iade etmeye çalışıyorlardı. sıradan bir vatandaş olarak çevremde yaşayan insanları uyarayım. zaten dükkanda in cin top oynuyor.  oradan buradan çıkma mallar satıyorlar  deseler inanırım bu saatten sonra.',neg
'bolu-istanbul yolu üzerindeki highway avm nin en kötü mağazası. zaten en kalabalık günlerde bile burası bomboş oluyor, çalışanlar bile gözükmüyor ortalarda. mağazadaki laptoplar markaların en düşük konfigürasyona sahip laptopları, telefonlar da her seferinde şarjı bitmiş vaziyette. fotoğraf makinelerinde teşhirdeki ürünlerin üzerinde bırakın kit lensini hiçbir lens takılı değil ve tabii ki şarjları da bitik. mağaza kirasını nasıl ödüyorlar anlayabilmiş değilim.',neg
'bir sorun olduğunda arayayım, müşteri temsilcisinden anında bilgi alayım kafasındaysanız asla tercih etmemeniz gereken teknolojik market zinciri. 4 farklı numaradan ulaşmayı deneyip başarısız olmamlabeni kaderime boyun eğme eşiğine getirmiş  illallah  dedirten zincir aynı zamanda.',neg
'teknomarketlerden üvey olanı.',neg
'yaklaşık bir ay önce bodrum daki şubesinden bir televizyon aldık, bozuk çıktı. iade ettik ve iade faturasını kestik fakat hala paramızı iade etmediler. her yerde müşteri güveninden bahseden bu şirket, bir televizyon iadesi bile yapamıyor. müşterilerini enayi yerine koymaya çalışan şirket.',neg
'bildiğiniz üzere geçtiğimiz dönemde elektro world ve darty firmalarını alan şirkettir. karlılık oranlarına bakıldığında aslında şirket para kazanmıyor ancak bir desteği var ki iki şirketi birden, rekabet kuruluna takılmadan bünyesine katabiliyor diye düşünürken, yakın zamanda çıkan best buyla flörtleri  acaba  dedirtmiştir. diğer tüm şirketlerin devrolmadan yaptıkları gibi bu haberler yalanlanmıştır. bu durum işin ciddiyetini ve olasılığını arttırmıştır.',nm
'sabahin 02.44 unde 400 liraya 50 lira indirim yaptiklarini sms le bildiren firma. zaten tum reklam mesajlarindan tiksinti geldi de sabahin 3 unde ne hakla millete sms gonderebiliyorlar? bu hakki bunlara kim veriyor? bunu duzenleyen bir yasa, herhangi bir yaptirim yok mu? ugrasasim var, ama nereden baslamam gerekiyor bilmiyorum.',neg
'dört yüz liralık alışveriş yapana, elli lira indirim yapacağını sms ile bildiren elektronik şirketi. ahanda bunu kodu: kpngnl1907145',pos
'bin lira üstü alışveriş yapana yetmiş beş liralık indirim kodu veren elektronik şirketi. kod. smsgnl30071475',pos
