@relation degerlendirme

@attribute text  String
@attribute degerlendirme   {neg,pos,nm}
@Data
'telefon hoş ve kibar fiyatı biraz ağır, ama kullanışlı, yeni telefon almayı düşünen arkadaşlara önerebilirim. estetik olarakta hoş bir görüntüsü var.',pos
'sevgili üyeler ben de bir üye olarak üyeliğimin tadını çıkararak bu süper telefonu süper ucuz fiyatıyla kalitesi tasarımıyla kaçırmam sen kaçır',pos
'arkadaşlar alalı 6 ay oldu.dün birşeye sinirlendim duvara vurdum..yemin ederim üst camı catladı ama dokunmatiği bile bozulmadı herşeyi takır takır çalışıyor..o duvara taşı vrsaydım un gibi olurdu..burda bir daha samsungun ve galaxy ace nin nasıl olduğunu anladım..bence kaçırmayın..şimdi tamirw gönderdim..sadece üst camı değişecekmiş..arabada nasıl mercedes bmw ise telefondada bu derim..taş gibi herşeyi üst düzeyde..kullanışı eski telefonlar gibi değil..herşey çok basit ve hızlı..ısrarla öneriririm..',pos
'eşime bugüne kadar onlarca hediye almıştım ama hiçbirisi bu telefon kadar mutlu etmemişti onu. yaklaşık on gündür kullanıyor ve elbet ben de kullanmadan edemiyorum. günden güne daha iyi anlıyor ve öğreniyoruz telefonu ve böylece günden güne kalitesini de özelliklerini de keşfetmiş oluyoruz. kalite akıyor resmen, kalite...',pos
'Hb Hızlı Gönderim Samsung Galaxy Ace verdiğiniz parayı gerçekten hak ediyor. Andriod Olması Büyük bi artı bence hiç düşünmeden alın..',pos
'ÖNÇELİKLE 1 GÜNDE SİPARİŞİ ELİME ALDIM VE EŞİME SEVGİLİLER GÜNÜ HEDİYESİ OLARAK DÜŞÜNDÜM VE HİÇ PİŞMAN OLMADIM EŞİMİ TEKNOLOJİDEN İYİ ANLADIĞI İÇİN TELEFONU İNÇELEDİ VE ÇOK MEMNUN HİÇ BİR EKSİĞİ YOK FAZLALIĞI BİLE VAR VE FİYATINA GÖRE ÇOK ÇOK ÜSTÜN BİR TELEFON... KAMERASI SÜPER SES KALİTESİ İYİ NET ANLAŞILIR... DOKUNMATİĞİ ÇOK HASSAS HEMEN ALGILIYOR... KISACASI BU TELEFONA KÖTÜ YORUM YAPAN TELEFONDAN ANLAMIYOR YADA BU MARKAYI SEVMİYOR...',pos
'Android işletim sistemi olması büyük avantaj, kullanımı ve menüleri oldukça rahat. İşlemci hızı tatmin edici. Sensörleri çok iyi çalışıyor. Telefon harika, mükemmel bir cihaz. Kesinlikle tavsiye ederim.',pos
'Ürünü almama 1 hafta kala araştırmaya başladım. Zaten burdan gördüm ilk. Birçok yorumda negatif şeyler vardı ama buna rağmen aldım. Telefonun iphone dan hiçbir farkı yok. Android marketten binlerce uygulama ücretsiz. Fiyatıda güzel',pos
'cumartesi siparis verdim hemen geldi. Daha once kullandigim telefon da dokunmatikti fakat son zamanlarda civi yazisi yazmaya baslamistim. Dokunmatik ekran harika isletim sistemi mukemmel bircok ucretsiz uygulamasina cabucak alistim.Samsung kalitesi tartisilmaz fiyat performans karsilastirmasi gercekten inanilmaz. Kacirilmaz bir firsat!',pos
'Bir aydır kullanıyorum ve çok memnunum.Bazı arkadaşlar şarjı çabuk bitiyor demişler ama bu benim kullandığım 3.android telefonum ve hepsinin şarjı çabuk bitiyordu.Yani şarj çabuk bitme olayı normal android sistem malesef şarjı bitiriyor.Marketten bir çok program indirip telefonu istediğiniz özelliğe getirebilirsiniz.Bu fiyata alabileceğiniz en iyi telefon diyebilirim.Siparişimi verdiğim gün kargoya verildi ve ertesi gün elimdeydi,gerçekten hızlı gönderi oldu.Teşekkürler H.Burada....',pos
'Bence mükemmel bir ürün.Ben dokunmatik telefon konusunda çok iyi fikirlere sahip olmama rağmen aldım.Öncelikle şunu söyliyim dokunmatiğiyle ilgili hiç bir şüpheniz olmasın.Şuan kullanıyorum ve çok memnunum.Bu Fırsatı kaçırmamalısınız :)',pos
'Ürünü alalı 2 hafta oldu cihaz süper hızlı internet tarayıcısı olsun 3d oyun olsun grafik işlemcisi gayet başarılı herkese tavsiye ederim',pos
'henüz bugün almış bulunmaktayım. mükemmel ya. dokunmatiğinin kalitesinden tutun da ne biliyim aklınıza ne gelirse. harika bi ürün. genelde videosunun kalitesizliğinden yakınıyolar ama sonuçta hd çekim yapmıyoruz onu istiyosan Iphone alcan vercen 2400 :) samsung özellikle dokunmatikte aşmış diyebilirim. orta fiyatlı bi telefonda bile bu kadar gelişim var bravo.evet kendi açımdan bakarsam sanırım tek sıkıntısı telefonun kendi hafızasının az olması. valla benim pc telefondan daha yavaş indiriyo işlemcisi çok kaliteli . ben özelliklerine pek bakmadım telefoncu önerdi de aldım satıcı navigasyonu söylememişti o da varmış :) neyse yoruldum 600-700 arası bişey alcam diyen herkes alsın tavsiyem ;)',pos
'15 gündür kullanıyorum ya bunu 0 yada iphone 3gs 2. el alacaktım ama android ve 0 olduğu için bunu tercih ettim telefonun hiç bir eksiği yok 800mhz işlemciye göre inanılmaz bir hız var bazı HD oyunları oynayabiliyorsunuz aynı bilgisayar gibi tek eksiği şarj süresi o da kullanıma bağlı olarak değişiyor ben artık 15 saate yakın bir süre kullanabiliyorum ama ilk günler 4 saat bile zor gidiyordu uygulamaları açık unuttuğum için herkese tavsiye ediyorum',pos
'ben bu telefonu 1 aydır kullanıyorum.Ben bu telefonu aldım alalı 1 defa düşürdüm ama hiç bir şey olmadı.Artık yan düştü diyemi başka bişeydenmi bilmiyorum ancak hiç birşey olmadı.Hiç bir ses sorunu yok.Tabi fiyatıda telefona görü süperr.Aman bu telefona puan verecek olsaydım 10 üzerinden 10 verirdim.',pos
'Dediğim gibi çok zarif ve iyi bir telefon.Android marketi de çok iyi.Özellikle ben dokunmatiğini çok beğendim çok hassas.3G si de var ne güzel.Ön kamera da var.Ana kamera da fena değil nasıl olsa 5MP işlemcisi çok iyi birden fazla uygulamayı kasmadan çalıştırıyor.Ben Samsung Galaxy Gio alcaktım ama bunun çözünürlüğü ve işlemcisi daha iyi.Tek bir problem var arka kapağı çok dayanıklı değil.Bunun haricinde telefon HARİKA',pos
'Siparis verdim ve 2.günün sabahı telefon elimdeydi..Beklentimin oldukça üzerinde bir telefon..Tüm beklentilerimi karşılıyor. Bu fiyata bu telefon kaçmaz diyorum..Aklınız da başka bir telefon varsa bile vazgeçin derim :) Hayırlı alışverişler..',pos
'telefon cok sık gösterişli 5 mp kamerasından tutun wifisi andirodi cok iyi valla cok memnunum herkese tavsiye ederim mutlaka alın',pos
'bence I phone alamayacaklar için ideal bir seçim android işletim sistemi hızı ve fotoğraf kalitesiyle bence fiyat kalite karşılaştırmasının hakkını veriyor',pos
'Ürünü alalı 1 ay oldu gayet memnunum bu fiyata bu özellikte alınabilecek en iyi telefonlardan biri. Tek sıkıntısı şarj,en fazla 2 gün dayanıyor uygulamaları sürekli kullanırsanız 1 gün bile dayanmıyor onun dışında şiddetle tavsiye ediyorum :)',pos
'ürünü alınca ve birkaç hafta kullanınca eleştirilerin ne kadar yersiz ve gereksiz olduğunu anladım.aslında olumsuz yorumlardan etkilenmiş ve almayı da düşünmüyordum.Ancak;benzer özelliklere sahip rakiplerinden hayli cazip bir fiyatının olması beni ikna etti ve risk aldım.ama kazandım.',pos
'Ürünü yeni satın aldım ve inanın 10 yıldır nokia kullanıcısıyım ve artık nokiadan vazgeçtim diyebilirim,, kamerası harika uygulamalar harika dokunmatiği süper kullanıma göre şarj değişiyor ama şarjı yetersiz diyebilirim benb memnunum fiyatına göre number one :)',pos
'ben bu ürünü kullandım ve çok güzel hepinize tavsiye ederim hem dayanıklı da yanlışlıkla bir kere yere düştü hiçbir şey olmadı',pos
'Ürün tek kelime ile harika. Eğer androidden anlıyorsanız (ki artık anlamamak mümkün değil gibi) mükemmel bir ürün. Cep telefondan daha da öte pc den biraz geride hemen hemen her türlü uygulamayı yüklemeye müsait. Android market sayesinde ve diğer uygulama siteleri aracılığı ile uygulamada sınır yok. Android telefonların bence en güzel özelliği de gmail hesabı ile ilişkilendirilerek telefon uzaktada olsa bilgisayarınızda google markete girerek uygulamayı yükleyebilmek. Bence sınıfının en iyisi. Kaçırılmayacak telefon. Ben alalı 2 ay oldu ama hala elimden düşüremediğim bir cihaz. Root yetkisi alacak arkadaşlar şunu unutmayalımki root yetkisi aldığınız zaman cihaz garanti dışı kalıyor bilginize. :)',pos
'Her zaman telefona fazla para ödemekten kaçınmışımdır. Ancak bu ürünün performansı fiyatına göre çok yukarıda. Ve yaptığım fiyat araştırmasında en uygun fiyat ve ödeme koşulları Hepsiburada.comda buldum.',pos
'Nokia 5800 kullanan biri olarak sorunlarında ve arızalarıdan bıkıp yeni telefon arayışına girdim. Çok fazla para bağlamak istemiyordum. Ama Nokia danda vaz geçemiyordum Galaxy Ace ve Nokia 603 arasında kaldım, bir taraftanda Android in avantajlarından yararlanmak istiyordum. Bir çok telefoncu dolaştım ve durumu söylediğimde tek kelime cevap verdiler ACE. Bende güvenerek dün aldım. Şuana kadar hiç akıllı telefon kullanmamıştım. Android Markette o kadar çok uygulama var ki yok yok. Ekran bu telefonun tek dezavantajı gibi gözüküyordu, ama endişelenecek bir şey yok.',pos
'5830 u geçen ay hepsi burada dan aldım. İyi ki de almışım, Beklediğimin çok üstünde çıktı. en çokta wi-fi den kablosuz bağlanması çok hızlı, yeterki yakında bir kablosuz modem ya da ağ görsün anında bağlanıyor. Fiyatı da cihaza göre çok iyi. Tavsiye ediyorum.',pos
'Öncelikle taşrada oturmama rağmen cihazın 1 gün içinde elime ulaştığını belirtmek isterim, HBden yaptığım en sorunsuz alışverişti. Telefona gelecek olursak, benim gibi daha önce Android kullanmamış, telefona fazla para vermeyi sevmeyen arkadaşları sonuna kadar memnun edeceğini düşünüyorum. Dokunmatiği daha önce kullandıklarımdan ve tabii ki Nokianın muadil ürünlerininkinden çok daha hassas. 7-8 farklı uygulama yükledim şimdiye kadar en ufak bir kasılma olmadı, işlemci ve rami standart kullanıcılar için son derece yeterli olacaktır. Forumlarda flash desteğinin olmadığı ve bu nedenle facebook-youtube gibi sitelerde vidyo izlenemediği yazılmış, aldanmayın her iki adreste de denedim sorunsuzca izlenebiliyor. Wi-finin çekim gücü de oldukça iyi bilgisayarla eşdeğer diyebilirim. İgo tabanlı Gps uygulamarını desteklemesi de cabası. Fazla para vermden şık bir cihaza sahip olmak için en ideal tercih olduğunu düşünüyorum.',pos
'Arkadaşlar bende telefonu 1 haftadır kullanıyorum. Mesaj yazarken klavye kullanmak istemeyenler için konuştuğunuzda yazıya dökme özelliği de bulunmakta. Siz konuşuyorsunuz o yazıyor bence mükemmel ötesi bi telefon',pos
'2 gündür kullanıyorum.Altını üstüne getirdim,ilk 24 saatte şarjı bitmedi,android marketi biraz kurcalarsanız geride çalışan uygulamaları denetleyen ve gereksiz olanları kapatan programlar var. Bence burada olumsuz yorum yapan arkadaşlar telefonu kullanamamışlar.Fazla söze gerek yok telefon bu fiyata bence hala çok iyi.',pos
'telefonun eksileri: 1- telefon kapalıyken çalar saat çalışmıyor. 2-görüntülü konuşma yok. artıları: dokunmatik çok hassas, wifi çekim gücü laptop kadar iyi, kamerası 5mp olmasına rağmen çok kaliteli fotolar çekiyor, donma olayı yok... tavsiye ederim.',pos
'TELEFONU ALALI HENÜZ İKİ HAFTA OLDU,TELEFON TAM İSTEDİĞİM ÖZELLİKERE SAHİP, PAHALI TELEFON ALMAYA GEREK K FAKAT TEK EKĞİ TELEFON HASIAZ OLMASI DOLAYISI İLE BAZI UYGULAMALARI İNDİREMİYORSUNUZ,ŞARZI AZ GİDİYOR.YOKSA TELEFON BU FİYATA BENCE ALINIR',pos
'Bu telefon fiyatına göre o kadar iyi bir ürün ki, kendime de eşime de almama rağmen reklamını görünce yine alasım geliyor.',pos
'fiyatına göre mükemmel bir cihaz cepte taşınan bilgisayar adeta Bu alışverişle hepsiburada ya güvenimizi bir daha tazelemiş olduk teşekkürler',pos
'Telefono alalı 10 gün oldu . HB danın dediği gibi 2 gün de kargo evime getirdi. Ürün temini mükemmeldi. Telefonun dokunmatiği çok iyi dokunur dokunmaz algılıyor ve arkanızdan sizi takip ediyor. Çok hızlı mesaj yazabiliyorsunuz yan çevirdiğinde klavyesi çok hoş. Resim kaliteside çok mükemmel . Bunda sanırım entegre flaşın da ekisi büyüktür. Bu fiyata bu telefon çok çok iyi almanızı tavsiye ederim. Telefon rehberi de çok güzel olmuş. Eskiden aradığınız kişinin ilk harfini yazmadan rehber o sayfaya gitmiyordu. Ace de bunu çok iyi başarmışlar rehber açıldığında yan tarafta bütün harfler yukarıdan aşağı dizilmiş sen sadece kişinin baş harfine dokunuyorsun rehber hemen oraya gidiyor. Çok hoşuma gitti. Wifi side çok iyi ve hızlı ama uzak mesafeden denemedim. evde ki internete hemen bağlanıyor. Kısacası bilgisayardan internette yapabildiğin herşeyi bununlada yapabiliyorsun.....',pos
'Siparişi verdikten 24 saat geçmeden afyon karahisar iline geldi. Telefon zaten süper. Herkese tavsiye ederim. Fiyatını da istediğiniz yerden kontrol edin. En ucuzu burada.',pos
'Böyle harika bir telefon olamaz ne ararsan var. Alan memnun kalır. Alıcılarına hayırlı olsun.... Sizler daha almadınız mı Ama geç kalmadan hemen alınız....',pos
'; içerisinde android 2.3.3 yüklü olarak geldi, yani 2.2 froyo değil. Dokunmatik hassasiyeti ve işlemci hızı mükemmel. görüntü çok güzel. Telefon çok hafif ve ele rahat oturuyor. Kutudan ayrıca beyaz arka kapak, kulaklık, Kies CD, şarj aleti ve usb kablosu çıkıyor. Mesaj kutusunda gelen giden vb ayrım olmadığından buna alışmak biraz zaman alabilir. Ancak genel değerlendirmem görüntü olarak iPhone 4ü çok anımsatıyor, özellikleri ve kalitesi bu fiyata göre çok çok iyi, kesinlikle tavsiye ederim, bu fiyat aralığında rakibi yok bence.',pos
'Gözünü kapat al! Sağlamlık, kullanılabilirlik, bu fiyata bir üst teknolojiyi yaşamak kullanmak aynı zamanda bu şıklığa sahip olmak harika, Samsung gibi bir güvenilir marka harika!',pos
'Telefon çok güzel. Aradağınız her şey Galaxy ace de var zaten.Fotoğraf , video , internet ANDROİD bi telefondan isteyebileceğiniz herşey . bunda :)',pos
'telefon gerçekten harika eğer huawei u8800 bulabilseydim onu alacaktım ama bulamadım galaxy ace almakta tereddüt ettim ama aldıktan sonra hiç bir şüpem kalmadı harika bir cihaz.',pos
'samsung markasını televizyon harici tercih etmeyen birisiyim, fakat bu ürün için önyargımı unutmak zorundayım. dokunmatiklerin pil ömrü kısa, bu da diğerleri gibi 1 günü geçmiyor. materyal kaliteli, çizilmesi zor. yedek kapak güzel. yazılım desteği ve işlemci hızı yeterli. kısacası negatif yönleri fazla değil',pos
'SELAM YAKLAŞIK 2 HAFTA OLDU BU TELEFONU ALALI VE BENCE HARİKA BİR TELEFON HERŞEYİYLE MÜKEMMEL SADECE ŞARJI AZ GİDİYOR (ODA KULLANIMA BAĞLI) EN AZ IKI 2 GÜN .BENCE BU FİYATA KAÇIRILMIYCAK BİR TELEFON HER YÖNÜ İLE DOKUNMATİK EKRANI KAMERASI FOTO VE VİDEO ÇEKİMİ MENÜSÜ VE İŞLEMCİSİ İLE ÇOK GÜZEL HERKESE TAVSİYE EDERİM. TAVSİYE EDECEĞİM BİR KONUDA BU SİTEDEN ALMANIZ BEN BURDAN ALDIM GEREK HIZLI GÖNDERİMİ GEREKSE PAKET E VERİLEN ÖNEM SAĞLAMLIK ÇOK İYİYDİ PAKETİN İÇERİSİNDE HERHANGİ BİR EKSİK YOKTU ARTI ÇİFT KAPAK VARDI HEM SİYAH HEM BEYAZ İLK DEFA HEPSİ BURADA COM DAN ALIŞVERİŞ YAPTIM PİŞMAN OLMADIM BUNDAN SONRADA DEVAM EDİCEM .TEŞEKKÜRLER',pos
'Arkadaşıma hepsiburada.com indirimi ile aldık en ucuzu yine her zamanki gibi burdaydı, yaklaşık 1 aydır kullanıyor içinden iki kapak çıkınca çok mutlu oldu hem siyahı hem beyazı oldu,tek sıkıntısı internet yüzünden faturası yüksek geldi wap ayarlarını kapattı şimdi sanırım bundan sonra o sorunuda çözmüş olduk işletim sistemi çok güzel dokunmatik bi harika,sadece çok konuşunca şarjı az gidiyor ama o ekrana değer doğrusu :))',pos
'tek kelime ile harika bir telefon eşime yeniyıl hediyesi aldım hayran kaldım en yakın zamanda kendimede alacağım pişman olmazsınız tavsiye ederim.',pos
'HEPSİBURADADAN SİPARİŞ VERDİM TAM 1SA SONRA KARGOYA VERİLDİ 24SA İÇERSİNDE ELİNİZDE OLACAGINDAN EMİN OLABİLİRSİNİZ.TELEFON HER AÇIDAN ÇOK GÜZEL ŞIKLIK,TASARIM,YAPIM MALZEMESİ,800MHZ HIZ VE ANDROİD OLMASI BÜYÜK ARTILARIDIR.EĞER YÜKSELTİLMESİ GEREKEN BİR UYGULAMA DÜŞÜNÜYORSANIZ HER İLDE BULUNAN SAMSUNG Y.SERVİSİNE GARANTİ BELGESİYLE GİDİP TEKNİK SERVİSTE GÜNCELLEME YAPABİLİRSİNİZ KESİNLİKLE ROOTA GİTMEYİN GARANTİDN ÇIKAR BENDEN TAVSİYE... HERKESE ÖNERİRİM .. HEPSİBURADA YİNE KONUŞTURDU KENDİNİ HEPSİBURADA EKİBİNE ÇOK TEŞEKKÜRLER..',pos
'En uygun fiyat bu site de. Diğer yerlerde en uygun fiyat 650 800 arası değişiyor. Her konuda çok donanımlı ve kaliteli alışveriş sitesi bence burası. Teşekkürler..',pos
'Fiyati çok uygun ve çok cazip özellikler barındırıyor.Gayet de kullanması kolay bir ürün.Herkeze öneriyorum ayretten Çok şık ve güzel telefondur.Herkeze Öneriyorum bende şahsen var kullanması eğlenceli gibi birşey...',pos
'Ürünü alalı daha 2 gün oldu. 2 gündür her şeyi denedim, hepsi de mükemmel çalışıyor. Android işlemci süper.Yüklü programlar çok kullanışlı, isterseniz sizde ek program indirebilirsiniz. 5 mp kamera ve flaş desteği ile çekimler harika. İstediğiniz her şeyi bulabileceğiniz bir cep telefonunun dışınd adeta bir cep bilgisayarı. İnternet wireless erişimi hızlı ve kesintisiz . Piyasada bulabilceğiniz cep,bilgisayar,oyun konsolu bileşimi en iyi cihaz. Geliştirilmiş bir cihaz sahibi olmak isteyen kullanıcılara kesinlikle tavsiye ederim.',pos
'kullanışlı pratik. benim iş hayatım yoğun bir tempoda geçiyor ve telefonlar bana hitap etmiyordu. bu telefon her türlü işimi kolaylaştırdı. işim gereği gps benim elim ayağım çok kullanışlı. alacaklara tavsiye ederim. şimdiden hayırlı olsun',pos
'bence gerek görünüş gerekse özellik olarak bu fiyatta başka hiç bir ürün bulmazsınız düşünenler çok fazla beklemeyın bu fıyat düşmez artar',pos
'ben 4 aydır kullanıyorum süper gerçekten alacaklara tavsiye ederim. her türlü uygulamyı yükleyebilirsiniz. ben şuan yeni güncelleme işlemi yaptım android 2.3.4 kurdum canavar gibi.',pos
'Merhaba.. Telefonu 3 saat önce aldım önceden dersime çalıştığım için pek fazla yabancılık çekmedim:) Tek kelime ile söyleyeceğim bu alet telefon değil, bir bilgisayar.Dokunmatik harika. Şimdiden herkese tavsiye ediyorum.',pos
'ürünü alalı 4 ay oldu simdi tekrar esime alacağım bu telefonu alınca ıphone gerek duymayacaksınız android olması cok güzel bi avantaj ayrıca bu telefonda sıkılma gibi bi derdiniz de yok tavsiye ederim kacırılmayacak bi ürün...',pos
'Bu dönemde bu fiyata alınabilecek en dolu telofona bakmaktasınız. Kendi Rakiplerinin çok önünde bir üst segmentin hemen ardında! yaklaşık 6 aydır sıkıntısız kullanmaktayım, ekran için koruyucu jelatin mutlaka öneririm. Aldım, kullanıyorum, çok memnunum, TAVSİYE EDERİM!',pos
'gerçekte mükemmel bi telefon görüntüsüyle özellikleriyle fiyatıyla kesinlikle harika.. bence birçiok markanın ürettiği telefonların yanımda kesinlikle kullanılması gereken esgeçilmemesi gereken bi telefon',pos
'sahip oldugu fiyat aralığında rakipsiz telefon,dünyanın en hızlı gelişen işletim sistemi android le beraber şık tasarımıyla bütünleşen ace kullandıgım için mutlıyum..çift arka kapakla gelmesi artı deger tek sıkıntı ekran koruyucu olmaması onuda makul ücretle temin edebilirsiniz..',pos
'Ürünün özellikleri hakkında söylenecek pek birşey olduğunu düşünmüyorum. Zaten alıcı özelliklerini incelemiştir. Ancak söyleyebileceğim kullanım, görünüm ve duruş olarak çok beğendim ve memnun kaldım.',pos
'Arkadaşlar, ilk dokunmatik telefonum. daha önce kullanmamıştım, ilk defa kullanacaklar için gayet güzel ve fiyat olarak ta makul bir cihaz. Bunu almadan önce samsung galaxy wave 2 düşünüyordum fakat işlemcisinin bada olduğunu öğrenince vazgeçtim. Çünkü bu telefon android işlemci ve android marketten yüzlerce aplikasyonu ücretsiz indirip telefonunuzu genişletebiliyorsunuz. Kamerasi 5mp gayet yeterli, şarj konusuna gelince ekran parlaklığı azaltıp arka planda açık olan programlarinizi kontrol edip kapatırsanız 3 güne kadar kullanabilirsiniz. kutu içinden 2 arka kapak çıkıyor siyah ve beyaz + 2 gb sd kart var.. bence orta fiyatta en güzel android dokunatik budur... tavsiye ederim herkese...',pos
'Bence androidin farkını bu telefonda çok iyi anlıyorsunuz. bir hafta önce hepsi buradadan aldım fiyatı gayet uygun sorunsuz alış veriş oldu. telefonun hızı gayet iyi aynı anda 3 program indirirken bile oyun oynuyorum kasma falan olmuyor, yanlız android marketin sundugu binlerce uygulama ve oyunu görünce 2gb hafıza kartı zamanla yetersiz gelecek. Samsung işi çoktan kapmış bence.',pos
'çok hoş ve bir o kadarda fazla özelliğe uygun fiyatıyla sahip olan bir telefon.görünüşüyle estetiğiyle beni benden alan bir cihaz',pos
'Samsung ürünleri kalitesini gerçekten ilk bakışta belli ediyor, gerek çizgileri gerek görünümü zaten harika. Ürünün android işletim sistemli olması özellikle bu fiyattaki diğer modellere göre büyük bir fark yaratıyor. Ürün donanım bakımından tüm isteklerinizi karşılıyor bunda şüpheniz olmasın, bu fiyata bu kalite avantajlı bir seçim yapmaya çalışanlara başka bir seçenek bırakmıyor bence',pos
'önceliklee hepsiburada.com a teşekkürler ürün 1,5günde elime ulaştı.şunu özellikle belirteyim ürün açıklamasında androidin 2,2 froyo olduğu yazıyor ancak bana gelen telefonda androidin 2,3,3 gingerbread sürümü vardı.açıkcası bu beni çok şaşrttı.aynı zamnda sevindirdide.uzun zamandır telefon almayı düşünüodum e baya bi araştırmada yaptım.ace yide çok beğeniyordum ancak fiyatı biraz pahalı gelmişti ancak hepsiburada.com un yaptığı indiri görüncede hiç düşünmeden aldım.3gündür kullanıyorum ve çok memnunum.iyiki almışım.şarj az gidiyor evet ama akıllı telefonların hepsinde bu sorun ar zaten.onu dert etmeyin.onun dışında çok kullanışlı.dokunmatği harika.çok hzlı.kamerası gayet iyi flaşıysa geceleri gündüz gibi çekio.tavsye ederim...',pos
'ürün akıllı telefonların içinde fiyatı verdiği performansa göre çok iyi bir ürün fotoğraf çekimide çok net kısacası artık ofisinizi cebinizde taşıyabileceğiniz bir ürün',pos
'telefonu yeni aldım kullanıyorum ıphoneyi aratmıyor gayet şık ve kullanışlı bir telefon.kamera güzel,telde donma yok,birden çok işlemi bir anda yapabiliyosunuz daha ne olsun.',pos
'telefonu 29 aralıkda indirimden aldım banka onay kısmı bence geregınden uzun surdu ama kargolanması ve kargonun elıme ulasması yılbası yogunluğunda oldukça hızlıydı. lg p503 ile ace arasında kalmıştım satınalmadan çnce iki telefonuda inceledim fiyat farkı olabilir ama ürün kalitesi (özellikle dokunmatik ekran) ve cizgileri çok hoş. Siyah yada beyaz almanız farketmiyor sanırım kutudan ikinci kapak beyaz çıktı (ben siyah modeli tervih etmiştim). Forumlarda android market yuklu degıl vs vs yazıyor ama geldıgınde market yukluydu ve wıreles sıfremı gırdıgımde ınternete baglandım hattımı taktıgımda da herhangı bır ayar yapmadan ınternete baglandı. ilk defa android kullanıyorum daha önce 5800 kullanmıştım ama bu telefonu görünce 5800 ın dokunmatik değil kanırtmatik olduğunu anladım =) gönül rahatlığı ile tercih edebilirsiniz. yasal olmayan yollardan android 4.0 yüklenebiliyor büyük ihtimal samsung bu modele resmi yükseltme yapacaktır oldukça stabil çalışan bir ürün. indirim için teşekkürler hepsiburada.',pos
'ürün 2 günde elime geçti hızlı teslimat için öncelikle teşekkürler.Arkadaşlar işletim sistemli uygun bir telefon arıyorsanız bundan iyisi yok inanın android bana göre şuan en iyi işletim sistemi,telefonun dokunmatiği çok rahat adeta elinizden akıp gidiyor internet hızıda süper facebook hesabıma çok rahat erişitm kamerasıda fena değil 5mp flashlı yetiyor bence zaten çok fotoğraf merakınız varsa dijital makina alın bir dünya uygulama var hangisini kullanıcapğıma karar veremiyorum ve ayrıca şuan en iyi fiyat hepsi burada comda elektronik ürünler satan bir şirkette çaılşmama rağmen burda daha uygun oluğu için burdan aldım teşekkürler hepsi burada com:))',pos
'Arkadaşlar ben 7 aydır kullanıyorum.harika bi telefon.gönül rahatlığıyla alıp kullanabilirsiniz.şarjıda oldukça iyi.Verdiğiniz parayı hakeden bi telefon.Özellikle internet uygulamalarında çok başarılı.Bu telefonu kullandıktan sonra Android özelliği olmayan bi cihaz daha kullanmak istemezsiniz.Bi dolu ücretsiz indirebileceğiniz program ve oyunlar sizi bekliyor.Pişman olmayacaksınız.',pos
'galaxy muhteşem bir telefon herkesinm kullanmasını kesinlikle tavsiye ederim ben kullanıyorum cok memnunum sizde alın sizde kullanın memnun kalırsınız çok iyi bir telefonnn',pos
'SAYIN ÜYELER KISA VE NET SÖYLÜYORUM BU CİHAZ EFSANE OLMAYA ADAY BU FİYATA ÖN KAMERA GİBİ Bİ GEREKSİZLİĞİ ARAMAYANLAR İÇİN MUHTEŞEM BİR CİHAZ KESİNLİKLE TAVSİYE EDERİM. ZATEN ANDROİDİ ANLATMAYA GEREK BİLE DUYMUYORUM Bİ BAŞLAYIN BENİ ANLAYACAKSINIZ...',pos
'Beklentilerin çok üzerinde performans sunuyor fiyatı ise çok cazip. Tek eksi yönü flash desteği olmaması, ama yakın zamanda bu problem de ortadan kalkacakmış. Android dünyası ile tanışmamış var ise başlangıç için çok güzel.',pos
'Arkadaşlar alabileceğiniz en iyi telefon boşuna çok paralar vermeyin bence aradığınız herşey var görüntülü konuşma harici oda bence çokda önemli değil.Ayrıca flash desteği çözülebilir bir olay şahsen ben çözdüm çok basit şiddetle almanızı tavsiye ederim...',pos
'ürünle ilgili şikayetlere baktım. Yazılım olmadan da kesinlikle usb bellek olarak kullanılabiliyor. Ayarlardan yapabilirsiniz. kamera Görüntü kalitesi oldukça iyi. Zaten kamerası iyi çekmiyorsa ürün sahtedir.android marketten kamera programları indirerek de istediğiniz gibi fotoğraf çekebilirsiniz. Flash player sorunu için yine android marketten tarayıcı indirerek çözüme kavuşabilirsiniz. veya adobe flash player 11 yükleyebilirsiniz. internette sorunsuzca gezinebiliyorsunuz. Haritalar ve navigasyon çok güzel olmuş. Video da gayet başarılı. tavsiye ediyorum kesinlikle',pos
'en yakın akadaşım aldı telefonu inceledim gayet mükemmel ben ki ıphone hastası olan kişi ilk defa farklı bir telefonu beğendim işlemcisi gayet hızlı android markette zaten her ihtiyacınıza uygun uygulamalrı bulabiliyorsunuz bu paraya gerçekten güzel bir telefon',pos
