@RELATION firma
@ATTRIBUTE text  String
@ATTRIBUTE firmaxox   {bimeks,istBilisim,mediaMarkt,teknosa,vatanBilgisayar,yok}
@Data
'bu firmadan online alışveriş yaptıktan sonra türlü türlü offline işlemler yapmazsanız ürününüzü göndermiyorlar. düşünün teknolojiyi... defalarca yazılmış bir cümleyi buradan tekrarlamak istiyorum: internet üzerinden asla alışveriş yapılmaması gereken firma.',yok
'3d denen bir güvenlik anlayışı olan firma. kulağa hoş geliyor değil mi? biraz daha açıklayayım: kredi kartıyla siteden ürün satın alıyorsunuz. - siz sitenin ssl sertifikasına güvenmişsiniz, alışveriş yapmışsınız. - banka size güvenmiş, provizyon vermiş. - şirket bankaya güvenmiş, alışverişe onay vermiş. - banka şirkete güvenmiş, işleminizi yapmış. fakat bu maddeler yetmiyor beylere. size güvenmiyorlar. kredi kartı sahibinin adına kayıtlı bir elektrik, su vs. faturası veya hesap özetini fakslamanızı istiyor.  veya bizden daha önce bilgisayar almış olmanız gerekiyordu  diyor. ulan dingil! kredi kartımın olması elektrik, su, doğalgaz abonesi olma mecburiyeti mi getiriyor bana? bankadan hesap özeti almıyorum, ne olacak şimdi? banka hesabımdan paramı kesti, alışveriş tutarı kadar kredime blokaj koydular ama bilgisayarım hala 2 gündür ellerinde. gasp değil mi bu senin yaptığın adi. galiba şu 7 günlük iade süresinin üzerine yatmaya çalışıyorlar ama du bakalım.',yok
'(bkz: ilgili departmana aktardık efendim ilgilenecekler) (bkz: ilgili departmana aktardık efendim ilgilenecekler) (bkz: ilgili departmana aktardık efendim ilgilenecekler)',yok
'teknolojinin kalbi malbi bilmem ne diye bir slogan kullanıyorlar sitelerinde. allah belasını versin sizin teknoloji anlayışınızın!',yok
'web sitesi üzerinden diablo 3 ön siparişi alan ve kargo ücreti dahil 98 liraya evinize, iş yerinize yollayan yer. üzerimizden diablo betasının geçtiği şu h.sonu bitiminde çat diye verdim ön siparişi. 3 iş günü içinde elime ulaşmazsa, ben onlara 5 barbar gücünde tekme tokat dalarım ama haberleri ola. in bimeks we trust.',bimeks
'fiyatları arttırıp, normalin üstüne indirerek büyük indirim yaptığını iddia ediyorlar.',yok
'yaptıkları ayın ürünü indiriminden bihaber olan firma.',yok
'teknosa dan bir gömlek üstün (dü. şimdi bilmiyorum hiç.)',teknosa
'bir ürün aldım bunlardan bin pişman oldum. aldığım lenovo z-570, 40. gününde bozuldu. daha sonra 40 gün serviste kaldı. neyse iade işlemi gerçekleştireceğiz, lenovo servis ten geldi bilgisayar. hoppp tekrar bimeks e. çağrı merkezinden aradılar, ürün bedelini iade edeceklermiş. z-50 hayvan gibi bir laptop. ben aldım bunu 1.316 tl ye. aynısı stoklarda yokmuş dediler. halbuki baktım internet sitelerine [http://www.bimeks.com.tr/…ovo-z570am-59-324771.aspx http://www.bimeks.com.tr/…ovo-z570am-59-324771.aspx] [http://www.bimeks.com.tr/…ovo-z570am-59-324773.aspx http://www.bimeks.com.tr/…ovo-z570am-59-324773.aspx] var lan bildiğin. üsttekiler aynısı benim makinenin. makine olmuş 1.427 tl. tamam ulan tam çirkefsiniz, parayı verin madem dedim. .  tamam  dediler. onu da hala bekliyoruz. yanlışlıkla alacak gibi olursanız buradan birşeyler aklınızda olsun.',bimeks
'hayırlısıyla diablo yu 3 gün içerisinde elime ulaştıracak olan. ulaştırmazsa eline bi güzel alacak olan aynı zamanda. diaaaaablooooo niiiiiiiirdeğğğsiiinnnnnnnnnnnnnnn!',yok
'web sitesi ürün aldırmama üzerine kurulu. ne şifre hatırlatma bölümü çalışıyor, ne de sipariş tamamlanabiliyor.',yok
'(bkz: ahmet çakar/#29148899)',yok
'ankamall şubesinde sabah 10 da satış temsilcisinin tişörtünü ütüledigini gördüğüm teknoloji market.',yok
'dün gidip 599 lira verip, seg marka bir tv aldığım teknoloji market zinciri. ısrarla sordum kapalı kutu mu, açılmamış mı diye. verdikleri cevaplar kutunun açılmadığı, kullanılmamış ürün olduğu yönündeydi. aldık eve geldik, bir heves ile açtım ki bildiğin kullanılmış. kurulu televizyon, her yerinde çizikler, parmak izleri. kutusuna koyup kalkıp tekrar götürdüm. haklarını yememek lazım, hiç laf etmediler direk iade aldılar. demek mi neymiş, benim gibi mallık yapmamak, aldığınız ürünü aldığınız anda açtırıp bir kontrol ettirmek lazımmış, yoksa böyle kötü sürprizler ile karşılaşabilirmişiz. öptüm.',yok
'çok rahat bir firmadır, hiçbir şeyi ve hiç kimseyi takmayan firmadır. bir haftadır peşinden koştuğum firmadır. konforlu garanti paketi kapsamında 14.07 tarihinde bimeks metrocity mağazasına bıraktığıım arızalı cep telefonum (iphone4) hala teknik servise ulaşmamış görünüyor. telefonu cumartesi teslim ettiğim için pazartesi kargoya verilmesini anlayabiliyorum, ancak 5 gündür teknik servise ulaştırılmamasını kesinlikle anlayamıyorum. resmen telefonum bimeks gebze merkezde alıkonuyor ve zaman kaybediyorum. müşteri hizmetleri bana sürekli olarak aynı cevabı veriyor,  haftanın belli günlerinde teknik servise gönderim yapılıyor.  cumartesi-pazar teslim etmiyorsunuz. pazartesi günü gebze ye giden telefonum cuma oldu hala teknik servise ulaştırılmadı, acaba benim bilmediğim başka bir gün mü var?! konforlu garanti paketi olarak sattıkları şey gerçekten buysa, bence kimse aldığı ürünün yanında bu paketi almasın, verdiğiniz parayla rezil oluyorsunuz. kendi imkanlarımla başka bir teknik servis ile işimi halletmediğim için çok pişmanım.',bimeks
'özel tercihim olmasa da yakın zamanda tüm teknoloji alışverişlerimi kendilerinden yaptım. ve sebep tüm ürünlerde en iyi fiyatı sunmuş olmaları. son alışverişimi şehrimdeki mağazalarında stok olmadığı için web sitesinden yaptım. ben aldıktan 3 gün sonra fiyat düşmüş onunla ilgili de mail göndermişler aradaki fark tutarını 15 gün sonrasından itibaren kullanabilirsiniz alışveriş çeki olarak diye. daha ne olsun.',yok
'bipara diye bir uygulamaya baslamislar, benim alisveris yaptigim bir urunun fiyati dusunce benim hesabima o aradaki farki bipara olarak kaydediyorlar, sonra belli bir sure icerisinde bimeks ten yapacagim baska bir alisveriste o bipara yi fiyattan dusuyorlar falan. bunu az once bimeks ten aldigim mail uzerine ogrendim, 11.07.2012 tarihli alisverisimden sonra urunde 4.13 tl indirim olmus. ne var ki, birak son bir ayda alisveris yapmayi, son 3-5 aydir bimeks in onunden dahi gecmedim. bir kampanyayi duyurmak icin boyle cakalliklar yapmaya gerek yok.',bimeks
'enerji tasarrufu, fiyatı ve tasarımıyla hoşuma giden everest kablosuz fare 2 gün sonra elimde patlayınca, fatura almayı unuttuğum halde tatlı dille konuşarak ilgilenip sistemden bilgilere bakıp ürünü değiştirebilen üper sevilesi teknolojik markettir. ayrıca 2. kez gittiğimde beni tanıyıp  evet gelmiştiniz o gün  diyip gönlümde yer sahibi olmuşlardır. it *şefi arkadaşımın da bahsettiği üzere bazı zamanlarda pc parçalarında inanılmaz indirimleri bulunmaktaymış.',yok
'elemanları ve satış sonrası hizmetleri iyi olan bir şirket.',yok
'internetten vermiş olduğum siparişi taahhüt ettiği sürede getirmeyen firma. adamlara hemen getirsin diye fazladan 4,5 tl verdik şu güzel cumartesi günü beni eve hapsediyolar. ulan 4,5 saat oldu bi de aradık telefonla hadi gelmiyonuz mu diye. sizin yapacağını işi... (bkz: ya ben lan neyse bir şey demiyorum) edit: entryyi girdikten yaklaşık yarım saat sonra getirdiler siparişi. işte ekşi sözlük ün gücü.',yok
'bipara hizmetleri gayet mantıklı olan firma. aldığım bilgisayar, sonradan 30 lira ucuzladığı için bu tutar hesabıma aktarıldı. web sitelerinden alışveriş yaparken bu tutarı kullanmak mümkün oluyor.',yok
'wow da baya şaşırtıcı bir kampanya yapmış olan firma, şöyle ki; dışarıda ne olduğundan emin olamadığınız satıcıların banka hesabına en ucuz haliyle 85 lira yatırarak sadece cd-keyleri satın alabilirken bimeks in bu kampanyasıyla oyunun tüm içeriğini -standart, burning crusade, wrath of the lich king ve cataclysm- cd li, aral dan getirilmiş güzel kutularıyla şu anda 59,7 tl ye alabiliyorsunuz. accountum var ama gene de aldım valla, dursun kenarda.',bimeks
'bayram tatiline çıkıp trafiğe takılmış bilişim firmasıdır. http://i.imgur.com/8oton.jpg',yok
'ticari itibarını sevdiğim firmadır. buradan aldığım bilgisayarın garantisi dolacak ama vaktinde diski bozuk olduğu halde değiştirmedikleri için hala sevgimi her fırsatta dile getiriyorum.',yok
'ticari itibarları ne kadar var bilemiyorum ama ben başıma geleni anlatayım da itibarını siz belirleyin. aslında uzun uzun anlatılacak bir şey de değil, bilgi vermek için yazıyorum. şöyle ki buradan aldığınız ürünlerin garanti süresi sadece bir ay. evet rakamla 1, yazıyla bir, sadece bir ay. bir ay sonrasında neymiş garantör firmaya siz gideceksinizmiş. kadıköy şubesinde elinde iphone, göbeğini tuta tuta evet bizde garanti bir ay diyen elemanla tanıçtım. çok ilginç bir deneyimdi. adam bildiğin gülerek ve göbeğini hoplatarak bana başka yerlerden (teknosa, vatan, gold vs) aldığım ürünlerde ekstra garanti paketi olabileceğini (aldığım şeyi bilmiyormuşum gibi) söyledi. türkiyede garanti süresinin iki sene olduğunu söylememe rağmen maalesef biz bakmıyoruz, siz ilgileneceksiniz diyorlar. müşteri hizmetlerini aradığım zaman da o göbekli elemanın yerine hatun kişi vardı ama sonuç aynıydı. özetleyeyim ve yanlış anlaşılmayı da düzelteyim. olay şudur bimekste   ben malı satarım, ondan sonra garantiyle sen uğraşırsın. garantör firmanın yeri neresiyse sen alır götürürsün   böyle mükemmel bir deha ile nasıl hala varlıklarını sürdürüyorlar merak ediyorum. dalga geçer gibi biz ilgilenmiyoruz bir aydan sonra, siz ne haliniz varsa görün dediler ya olaya bak. bir yerden mal aldığınız zaman garantiyle siz değil onlar uğraşır arkadaşım. senelerdir her aldığım üründe bu böyle iken neden böyle adamlarla muhattap olayım ?',bimeks
'ayak üstü adam sikmeye çalışan külliyen dolandırıcı şirket. eleman alırken içlerine insanlık yüklenmiş olanları alın lan çok mu zor? tüm çalışanları bi yerlerden bi şeyler kakalamaya odaklı yetiştiriyorlar galiba. teknolojiden anlamayan türk insanına sok sokabildiğini. ayıptır be! kendi borç bataklarında nefes alamaz, gün yüzü göremezler umarım.',yok
'gecenin 2:30 unda mail atan bir firma. telefon zangır zangır ötünce ödüm bokuma karıştı, manyak mısınız lan?!',yok
'teşhir ürün vermekte bir sakınca görmeyen, bunu yaparken hiç de garip birşey yokmuş gibi davranan teknomarket. taşradaki bazı beyaz eşya satan esnafların yüzsüzlüğündeler.    ne var gardaş aynı mal yeaaeaae  ',yok
'internetten verilen sipariş için 4 gündür kredi kart onayı alamayan firma.. verdiğiniz bilgiler yetmez, fatura veya ekstre isterler, fatura gönderirsiniz 2 gün sonra  yok hacı ya bize ekstre lazımmış  diye dönüş yaparlar.. internetten alışveriş bu kadar mı zor olur dediğinizde  kurumsal firmalarda boyle oluyoee  diye cevap veriyolar ya.. amunim hayatımızda gördüğümüz tek kurumsal firma da bimeks ya... (bkz: kimi sikiyon)',bimeks
'internetten aldığım ürünler için faturalanabilir gibi muğlak bir ifade kullanan şirket. ilk entryler de baya nostalji yaptırıyor bu arada...',yok
'vatan dururken niye burdan bir şey satın aldım diye pişman eden. ama tövbe.',vatanBilgisayar
'bidakka adındaki hizmetleri nefis olmuş. 9tl veriyorsunuz 1-3 saat içinde ürünü teslim ediyor. denendi onaylandı , bölge maltepe-istanbul.',yok
'sahte tdk dvd satan mağaza. normalin yarı fiyatına tdk dvd görünce hemen atladım tabii, meğerse bunlar fason ürünmüş ve o yüzden bu kadar ucuzmuş, çektiğim dosyalar dvd playerımda izlenmiyor, bilgisayarda hata veriyor.',yok
'1650 liralık nokia lumia 920 yi 2500 tl ye satmalarının açıklamasını çok merak ediyorum. (bkz: http://www.bimeks.com.tr/…mia-920-black.aspx#specs) (bkz: http://i.imgur.com/gqmpa.jpg)',yok
'mağazalarının yerlerinin bana çok uygun olmadığından dolayı çok gitmediğim ama en çok kullandığım alışveriş sitesi. özellikle ufak bir fiyat farkıyla aynı gün içerisinde siparişin ulaşması büyük bir artı. fiyatlar da oldukça uygun. defalarca denedim hep o gün ulaştı ama 2 saat yazısına aldanmamak gerekiyor, mesai bitimi olarak düşünün onu sipariş verirken.',yok
'internet sitelerinden şipariş verdiniz mi şaşırtıcı bir hızla gönderiyorlar. tamam bidakka diye bir hizmetleri var fakat bulunduğum yerde bu hizmet olmadığı için üç günü gözümden çıkarmıştım ki sabah kargo elemanının zili çalmasıyla uyandım. uykulu gözlerle bu ne diye düşünürken kutunun üzerindeki bimeks yazısını gördüm. verdiğim tepki şuydu - yuh!- evet, gerçekten hızlılar, başarılarının devamını dileriz.',bimeks
'satın aldığım laptop ben satın aldıktan 3 gün sonra indirime girdi diye bana 218 tl iade (bipara) yapan enteresan bim uzantısı. teşekkür ediyorum ben de bu durumda ne yapayım.',yok
'zamanında internetten aldığım external hdd yi belirttikleri süre içerisinde (zannediyorum 5 iş günü idi.) ulaştıramadıkları için kısa süreli bir münasebetim olmuştu kendileriyle. sen bilmem kaç gün içinde elinizde olur diye belirt orada, ondan sonra bu sürede bana ulaştırama, iade etmek istediğimde de 40 takla at. müşteriyi o kadar uğraştır. her e-ticaret yapan şirket gibi rastgele müşterileriyle problem yaşayan şirket. kendi açımdan o günden sonra benden uzak olsunlar yeter.',yok
'adı, bim in elektronik kolu gibi duran mağaza.',yok
'zamanında bana yaşattığı mağduriyetlerden ötürü asla affetmeyeceğim firma. (bkz: toshiba/@businessclass) ve (bkz: #24599845) paramla resmen rezil oldum. bimeks; kutusundan çıkan kasası kırık ürünü sanki ben kırmışım gibi bana hitap etti ve kasası kırık bilgisayarla beni başbaşa bıraktı. bana ürünü satana kadar dibimden ayrılmayan satış yetkilisinin nasıl ortadan kaybolup mal yerine konduğumu hiç unutmadım. bunların mağazalarına mümkünse sadece marka ve ürünleri yakından incelemek icin gidin. alışveriş yapmak gibi bir hatada bulunmayın. edit: sanırım bu başlıkta bir takım ticari durumlar söz konusu. entry m gg sebebi ile ispiyonlanmış. ben boş konuşmam. ispatlayamayacağım bir şey yok. tüm yazışmalarımız, tartışmalarımız ve görüşmelerimiz kayıtlı. ticari itibar diye özel mesajla geleceklere duyurulur şimdiden.',bimeks
'samsung galaxy note 2 yi 64 gb olarak sattığını iddia eden kurum. (bkz: #31166761)',yok
'ınternet sitelerindeki bidakka hizmeti gercekten iyi calisan firma. siparisimi 3.5 saatte getirdiler. ustelik bir ara urun nerede kaldi acaba diyerek aradigim musteri hizmetlerinin, kuryenin yerini ogrenip bana tekrar donmeside cok memnuniyet vericiydi...',yok
'?haftalik ya da aylik olarak belirli urunlerde indirim yapan, zira bu indirimden kasitm da saglam indirimdir, oyle ucundan koklatmaz, onun disinda digerlerinden farki olmayan, almanya da devasa buyuklukte marketlerinin oldugu, hans bilisim hizmetleri...',mediaMarkt
'--spoiler-- gözünü 666 ytl ye diz üstü bürümüşler Bu ay içinde kaç elektro izdiham haberi aldık hatırlayanınız var mı? - Görüyorsunuz literatürümüze elektro izdiham gibi yeni terimler de kazandırıyoruz- Ben hatırlatayım madem. Bu ay ilk haber Bursa dan geldi. Uluslararası elektronik mağazacılık zinciri Electro World, Türkiye deki ilk mağazasını Bursa da açtı. Sonra 25 Eylül de Avrupa da 14 ülkede 470 mağazası olan elektronik marketi zinciri Media Markt, Türkiye deki ilk mağazasını istanbul da açtı. En son Electro World, ikinci mağazasını Konya da açtı. Aslında böyle bakıldığında gayet masumane açılış haberleri. Açılışlar hafızalara öyle bir kazındı ki uzunca bir süre de çıkmayacak. Böyle haberleri hep dışardan duyardık. Ne biliyim ABD de play station kuyrukları, çıkacak olan Harry Potter kitabını geceden beklemeler. Ama yurdum insanı da ABD yi hiç aratmadı maşallah. Ümraniye Media Markt ın önünde geceden kuyruğa girenler, sabaha kadar mağazanın açılmasını bekledi. Sahurunu mağaza önünde yapanlar, bölge trafiğini felç ettiklerinden de habersizlerdi muhtemelen. Gözlerini 666 YTL ye dizüstü, 1.299 YTL ye 106 ekran plazma TV bürümüşler Zaten mağaza açıldıktan kısa bir süre sonra izdiham nedeniyle satışlarını durdurmak zorunda kaldı. Bursa ve istanbul dan sonra Konya da mağaza önünde nöbet vardı. 30 adet dizüstü bilgisayar, 1 dakika içinde satıldı. Tabi bunda günler öncesinden yapılan ve insanları galeyana getiren reklamların etkisini yadsıyamayız. Bu duruma nereden bakma gerek bilmiyorum. Suçu kime atmalı? Tüketim çılgınlığının insanı sürüklediği rezalette mi, yoksa aslında bizler göçebe bir toplumuz, talan kültürü de atalarımızdan miras deyip atalarımıza mı? Hayır ben bu teknoloji çılgınlığını anlamıyorum. Ben mi başka bir ülkede yaşıyorum. Bu ülkenin yarısı bilgisayar mühendisi oldu da benim mi haberim yok!.. Toplumun bilgisayar algısı zaten ya MSN, ya MY SPACE, yada en fazla FACEBOOK işte Bu ucuz laptop izdihamını o yüzden henüz idrak edebilmiş değilim. Hepimiz birer iş adamıyız bütün işlerimizi de internet ve bilgisayar üzerinden görüyoruz ya o yüzden herkese bir laptop şart ingizlice şart geyiğine döndü. Eee hayatımızda bu kadar önemli yer işgal eden alet içinde hani gözümüzü karartıp izdihamlara da gireriz. Yolda yürürken hele de yalnızsanız siz de etrafınızdaki insanlara kulak misafiri olmaz mısınız? Öyle bir kulak misafirliğinden Media Martk yorumu: Abi şaka gibi dimi ama indirim manyak. Düşünsene abi yaaaa 666 YTL ye laltop deli bişiii yaaanii. Ne uğraşcan telefondan msn falan direk wireless bağlantı Sonra ak MSN ortamlarına (Gayet yayık yayık bir ağızla) --spoiler--',mediaMarkt
'Avrupa nın pek çok şehrinde bulunan ve her türlü teknolojik aletin satıldığı mağaza. metro ag ye aitmiş ve yakında da türkiye de gelip istanbul ve ankara da mağaza açacakmış.',mediaMarkt
'avrupanin en buyuk elektronik magazalari zinciri.ayni sektorde faaliyet gosteren saturn ile birlikte metro ag´ye aittir.',mediaMarkt
'kısa süre sonra eskişehirde şube açacak avrupa menşeili elektronik magaza zinciri.',yok
'istanbul da açacağı şubesinin inşaatını başlatmış olan şirkettir. yeri ise haramidere carrefour arkasındadır.',yok
'avrupada bircok ülkede satis maazasi var (bkz: avusturya) (bkz: almanya). reklamida ich bin doch nicht blöd mann(türkce: Ben aptal degilim) Fiyatlar iyi diyebiliriz ipodlari hala cok pahali satiyolar o baska konu.',mediaMarkt
'sabahın köründe ucuz bilgisayar, ucuz cep telefonu almalıyım diye yola düşen beleşçi türk halkını hesaba katmadığı için trafiği kitleyen, 15 dakikalık yolun 1.5 saatte alınmasının müsebbibi, otoyol kenarına park gibi enteresan durumlara sebep vermiş alman firması. yakında bizde hans ve helga kadar ucuza alışveriş yapacakmışız, yapmayıverelim kalsın. ucuz malınız sizin olsun, rahat trafiğimiz bize kalsın.',mediaMarkt
'29 ytl gibi bir fiyatla divx player satacak olan bilişim marketidir. görünen o ki teknosa ve bimekse ciddi rakip geldi.',bimeks
'25 eylül itibariyle istanbul daki ilk mağazasını ikea nın hemen yanında açan ve dün gazetelere verdiği ilanlardaki fiyatlar sonrasında bugünkü açılışında izdiham yaşananan market devi. *',yok
'bugün önünde oluşan sıra sebebiyle hocamın derse geç kalmasına sebep olmuş firma. tem i kilitlemişler resmen.',yok
'Sabah sabah şile yolunda çekilen eziyetin başsorumlusu olan firma.işe 10:30 da geldim üstelik dur kalktan nefret ederim artık gına geldi ama iyi laflar saydırdım firmanızada sizede. Ucuzlugu hafta sonu yapsanıza lan şerefsizler.',yok
'http://www.mediamarkt.com.tr/',mediaMarkt
' görmemişin oğlu olmuş, çekmiş çükünü kopartmış.  aynı hesap, işte. sonra eleştirince halka laf söyledi, halk düşmanı oluyorsun. lan öldün mü bir divx player için ? kredi kartının taksidini yatıracam diye ay sonunda afrika daki antiloplar gibi oraya buraya koşturmayı biliyorsun. milletin işini gücünü aksatmaya ne hakkın var senin ? daha net porno izleyecen diye ne bu telasın ? saygısızlık işte. düpedüz saygısızlık, görmemişlik.',yok
'indirimli ürünlerden almak için milletin birbirini boğazladığı mekan. ama nedense içeri girenlere 15 dakika sonra indirimli ürünler bitti denmiş. 600 ytl ye plazma aldığını sananlar kasada 1100 ytl lik fiyatlarla karşılaşmışlar. tamam amerikanlaştık, bizim de izdiham gücümüz var ama hala türkiye deyiz. ulan akıllı olsanıza biraz. ucuza elektronik satanlar, doğubank ta köşe tutanlar bırakır mı size o malzemeleri? herifler kimbilir kaç zamandan beri bunun planını yapıyorlar, kimbilir kaç tane adamları kuyrukta bekliyor? senin tüm saflığınla beklediğin 29 ytl lşk divx player sana yar edilir mi sandın? adamlar oradan 29 a toparladı malı. yarın doğubank ta o malı alırsın 70-80 ytl ye. ha bu arada mekanda çalışan tayfa da iyi mal stoklamış. hısım akraba ayağına toplamışlar ucuz malları. kısacası gece gidip orada sabahlayanlar oynadıkları okey ile kaldılar. bari parasına oynamış olsalar da üç - beş bir şey kazansalar. yoksa bu rezilliğin başka bir kurtarır tarafı yok.',yok
'akılcı bir taktikle piyasaya girmiştir zira ta ümraniye nin sınırında kurulmuş bir teknoloji mağazasının yapabileceği en büyük reklamı yapmıştır akşam haberlerde milletin kapısında sabahladığı ve ucuz mal sattığını tüm türkiye ye duyurmuş olacaktır. ayrıca almanya dan bu firmaya aşikar olanlar ucuza sattığı ürünleri 3 5 adetle sınırlı koyup gerisini muadili olan 2 katı fiyatla satma girişiminde bulunduğunu bilirler. tüm bunlara ek olarak yaşanan izdahamı türkiye ye ve türk tüketicisine bağlayanların mantığını anlamak mümkün değildir. ekonominin daha ilk konusu olan arz talep eğrilerinde olan bir kuralı değil türkiye de, gelişmiş dediğimiz ülkelerde de yapsak aynı sonuç alınacaktır ki alınıyordurda.',mediaMarkt
'Bugün kendi şirketimle ilgili ürün desteği için gittiğim mekan. Bugün neler oldu? -Dünyanın hiç bir yerinde bir mağazanın kapıları yüzlerce kişi tarafından kırılıp içeri hucüm edilmemişti, edildi. -Hayatımda hiç gece 4 te gelipte 100-150 ytl indirimli ürün almak için sabahlayan insan görmemiştim, gördüm. -Mağazada promosyonlu cihazlar bittikten sonra duvarlardaki lcdleri sökecek kadar nevri dönmüş insanlar görmemiştim, gördüm. -Mağazaya girip özellikle kadınların satın aldığı ürünleri ellerinden gasp ederek alıp sanki hiç bir şey olmamış gibi mağazada gezen  insan  görmemiştim, gördüm. -Bir mağaza görevlisi  elimizde kalmadı  demesine rağmen deponun kapılarını kırarak içerisindeki ürünleri yağmalayan  insan  görmemiştim, gördüm. -Dünyanın hiç bir yerinde içeri müşteri girmesin diye mecburen müşterin üzerine biber gazı sıkan güvenlik görevlileri görülmemiştir, gördüm. -Turkiye cumhuriyeti polisinin bir mağazanın izdahamı için bir otobüs dolusu nöbet bekleyen çevik kuvvet ekibide ortamı baya renklerdirdi.Çünkü polisi ilk kez özel bir mağazanın güvenliği için mücadele ederken görmüştüm.',yok
'saat 07:00 da gidip 07:05 de koşarak geri döndüğümüz mağkıt. öyle aptal bir organizasyonda olay çıkmaması mucizeydi zaten. ilk gün değil her gün ucuz olsa bir nebze çekilir, misal 666 ytl ye satmasın o laptopları da 800 e satsın, yine kapışılır.',yok
'durduk yere şöyle bir şey çağrıştırabilmektedir , kapitailst dünyada ; (bkz: wal mart)',yok
'(bkz: yurdum insanının abarttığı şeyler)',yok
'sadece bir günde 800 dizüstü bilgisayar ve 5300 lcd ekran satmış mağaza. (bkz: yuh) daha -haberde belirtilmemiş- bunun mp3 çaları var, divx oynatıcısı var...',yok
'açılışlarını izdihama dönüştürerek en iyi reklamı yapan firma. nitekim Media Markt Ümraniye Genel Müdürü Jan Mitilyan da  ilk gün uygun fiyatlı ürünlerimiz nedeniyle bizim mağazalarımızda izdiham olur. Bugün 7 bin ile 15 bin* kişinin mağazayı ziyaret etmesini bekliyoruz   diyerek de bu olayın ne ilk ne de son olduğunu belitmiş.',mediaMarkt
'kimilerinin bu konuda bile türklere çamur attığı bir açılış yapmış elektronik market. yok sadece buralarda olurmuş böyle rezalet, yok türk milleti görmemişmiş, falanmış filanmış. alınız size polonya dan görüntüler. bizim milletimiz -bir iki kendini bilmez müstesna- en azından mağazayı yıkıp dökmedi. http://www.myvideo.de/watch/484312',yok
'insanların gerçek yüzünü görmemizi sağlayan olaylardan biri daha. bir önceki gün hepsi de sakin, senin benim gibi insanlardı.',yok
'param var diyenden değilde param yok diyenden korkacaksın lafını bize doğrulayan bilişim mağazası.',yok
'haberlerde bir adamın askere uğurlanan genç edasıyla omuzlarda dükkanda atılmasını şaşkınlıklar içinde izlediğim her şeye rağmen iyi reklam yapmış mağaza.',yok
'görmemiş bir halka sahip oldugumuzun belgelendiren teknoloji magazası. divx player, ipod almak için biber gazı yemeyi göze alan insanların gittiği, polislerin bile görevi unutp alısveriş yaptıgı dükkan. --spoiler-- iSTANBUL - Avrupa da 15 ülkede 600 ün üzerinde mağazası bulunan ve Türkiye de ilk mağazasını Ümraniye de açan elektronik marketi Media Markt ın açılışında, ucuz fiyatlar yüzünden izdiham yaşandı. Saat 08.00 de açılan iki katlı mağazaya girerek açılış için düzenlenen kampanyalı ürünlerden satın almak isteyen binlerce kişi uzun kuyruklar oluşturdu. Köpekli polisler işbaşında Geceden mağaza önüne giden binlerce müşteri sahuru mağaza önünde yaptı. izdiham yaşanmaması için gruplar halinde içeri alınan müşterilere, bir süre sonra dışarı çıkmamaları üzerine görevlilerce biber gazı sıkıldı. Aşırı ilgi nedeniyle mağaza satışlarını geçici olarak durdurdu. Bir grubun içeride alışveriş yaptığı sırada dışarıdakilerin içeri girmemesi amacıyla kapıları kapatılan mağazaya girmek için gelenlerin mağaza dışında oluşturduğu kuyruğa katılmak istemeyen bazı kişilere de köpekli güvenlik görevlilerince müdahale edildi. Bu sırada eğitimli köpeği görüntü almaya çalışan gazetecilere yönelten bir güvenlik görevlisiyle basın mensupları ve vatandaşlar arasında tartışma yaşandı. Polisler de alışveriş yaptı Mağaza yetkilileri, kampanyalı ürün satın almak için mağazaya gelenlerin neden olduğu izdihamı önlemek için başvurdukları tedbirlerin yeterli olmadığını ifade ederek, mağazaya girmek isteyenleri, ürün kalmadığı yönünde anons yapmalarına rağmen ikna edemediklerini söylediler. Bu arada görev yapmaya gelen güvenlik görevlilerinin de alışveriş yaptığı gözlendi. Hatta bir ara,  Güvenlik görevlileri alışveriş yapmayı bırakın da kalabalığı dışarı çıkarın  anonslarının yapıldığı duyuldu. Market izdihamı trafiği de vurdu Öte yandan, şehir dışından gelenlerin de aralarında bulunduğu çok sayıda kişinin otomobilleriyle mağazaya gelmesi yüzünden çevredeki yollarda trafik sıkışıklığı yaşandı. Mağaza önünde trafiğin kilitlenmesi sonucu TEM otoyolunda sabah trafiği durdu. Media Markt açılışında yaşanan izdiham istanbul trafiğine de yansıdı. Alışveriş yapmak için market önünde geceden bekleyişe geçen ve dün sabah binleri bulan vatandaş akını yüzünden Tepeüstü mevki, Şile otobanı, Ümraniye Alemdağ Caddesi ve TEM otoyolu-Fatih Sultan Mehmet Köprüsü ne gidiş istikameti saatlerce tıkandı. Sabah 07.00 de başlayan tıkanıklık, akşam saatlerine kadar sürdü. Bu arada otopark dolunca araçların anayollara park edilmesi yüzünden Medya Market in önünde trafik tıkanıklığı sürdü. --spoiler-- sadece bir gazetenin haberi bu, aksam tvlerde yayınlanan yagma ve kapıları kırma görüntülerini de herkes izlemiştir sanırım. bu durumda polonyalılardan aşağı kalmamışız, çok sükür... izleyemeyenler için türkiye versiyonu ; http://video.milliyet.com.tr/default.asp?id=11343',mediaMarkt
'halkımızın hödö hödö olusundan kaynaklanan ayıptır. adamlar ilk günden yağma edildi, 1gb lık mp3 playerı $5000 e satmak zorunda kalacaklar herhalde.',yok
